Sampling_Event,Site,meanSal,meanEC,meanT,Source
4/26/2019,CanoeShed,1.477741869,2.1945375,13.27395833,HOBO
4/27/2019,CanoeShed,1.474871773,2.194910417,13.35604167,HOBO
4/28/2019,CanoeShed,1.472192457,2.189653125,13.32854167,HOBO
4/29/2019,CanoeShed,1.468964877,2.181775,13.26645833,HOBO
4/30/2019,CanoeShed,1.464883641,2.167996875,13.11604167,HOBO
5/1/2019,CanoeShed,1.461309355,2.161302083,13.08458333,HOBO
5/2/2019,CanoeShed,1.457631018,2.16104375,13.176875,HOBO
5/3/2019,CanoeShed,1.453184353,2.16348125,13.34083333,HOBO
5/4/2019,CanoeShed,1.448733678,2.169769792,13.57833333,HOBO
5/5/2019,CanoeShed,1.444312518,2.175476042,13.805,HOBO
5/6/2019,CanoeShed,1.438558133,2.171751042,13.89020833,HOBO
5/7/2019,CanoeShed,1.432393725,2.163359375,13.89854167,HOBO
5/8/2019,CanoeShed,1.427260803,2.16340625,14.03979167,HOBO
5/9/2019,CanoeShed,1.421840952,2.164326042,14.20645833,HOBO
5/10/2019,CanoeShed,1.416374218,2.161069792,14.29541667,HOBO
5/11/2019,CanoeShed,1.410815825,2.162035417,14.46875,HOBO
5/12/2019,CanoeShed,1.404638985,2.159029167,14.58395833,HOBO
5/13/2019,CanoeShed,1.397382955,2.141317708,14.445625,HOBO
5/14/2019,CanoeShed,1.389350326,2.1152625,14.165,HOBO
5/15/2019,CanoeShed,1.383578527,2.094065625,13.9125,HOBO
5/16/2019,CanoeShed,1.375897376,2.075241667,13.75854167,HOBO
5/17/2019,CanoeShed,1.369293323,2.065113542,13.74520833,HOBO
5/18/2019,CanoeShed,1.363009996,2.062098958,13.86458333,HOBO
5/19/2019,CanoeShed,1.357979447,2.067783333,14.12270833,HOBO
5/20/2019,CanoeShed,1.352867959,2.079242708,14.5,HOBO
5/21/2019,CanoeShed,1.348258471,2.094722917,14.94458333,HOBO
5/22/2019,CanoeShed,1.343180187,2.09558125,15.111875,HOBO
5/23/2019,CanoeShed,1.336660735,2.082129167,15.03541667,HOBO
5/24/2019,CanoeShed,1.331113114,2.074272917,15.0425,HOBO
5/25/2019,CanoeShed,1.326317105,2.074801042,15.19708333,HOBO
5/26/2019,CanoeShed,1.321536211,2.076641667,15.37875,HOBO
5/27/2019,CanoeShed,1.31650348,2.08171875,15.635,HOBO
5/28/2019,CanoeShed,1.311441163,2.085803125,15.87333333,HOBO
5/29/2019,CanoeShed,1.305766183,2.087380208,16.08083333,HOBO
5/30/2019,CanoeShed,1.300614547,2.093063542,16.3575,HOBO
5/31/2019,CanoeShed,1.294844978,2.096592708,16.61104167,HOBO
6/1/2019,CanoeShed,1.289265849,2.095726042,16.76979167,HOBO
6/2/2019,CanoeShed,1.283841721,2.092921875,16.88479167,HOBO
6/3/2019,CanoeShed,1.279167586,2.090183333,16.97791667,HOBO
6/4/2019,CanoeShed,1.273656748,2.078310417,16.90875,HOBO
6/5/2019,CanoeShed,1.267256712,2.057335417,16.6775,HOBO
6/6/2019,CanoeShed,1.262714353,2.049225,16.654375,HOBO
6/7/2019,CanoeShed,1.258889079,2.053244792,16.863125,HOBO
6/8/2019,CanoeShed,1.254199177,2.056359375,17.08208333,HOBO
6/9/2019,CanoeShed,1.250152087,2.055795833,17.20333333,HOBO
6/10/2019,CanoeShed,1.245117514,2.050447917,17.25666667,HOBO
6/11/2019,CanoeShed,1.240436074,2.044926042,17.295,HOBO
6/12/2019,CanoeShed,1.235973252,2.039628125,17.33104167,HOBO
6/13/2019,CanoeShed,1.230665729,2.027496875,17.249375,HOBO
6/14/2019,CanoeShed,1.223776499,2.013832292,17.18729167,HOBO
6/15/2019,CanoeShed,1.217435814,1.997778125,17.05416667,HOBO
6/16/2019,CanoeShed,1.211690805,1.983413542,16.93645833,HOBO
6/17/2019,CanoeShed,1.208838906,1.984022917,17.04666667,HOBO
6/18/2019,CanoeShed,1.205050801,1.9905625,17.31895833,HOBO
6/19/2019,CanoeShed,1.200814835,1.996370833,17.591875,HOBO
6/20/2019,CanoeShed,1.196356423,2.000283333,17.83229167,HOBO
6/21/2019,CanoeShed,1.191539781,2.004414583,18.09145833,HOBO
6/22/2019,CanoeShed,1.186665714,2.001547917,18.2,HOBO
6/23/2019,CanoeShed,1.181573167,1.990223958,18.13,HOBO
6/24/2019,CanoeShed,1.176353461,1.977145833,18.025,HOBO
6/25/2019,CanoeShed,1.172274168,1.97175625,18.05020833,HOBO
6/26/2019,CanoeShed,1.168814371,1.975342708,18.25416667,HOBO
6/27/2019,CanoeShed,1.164865068,1.977263542,18.439375,HOBO
6/28/2019,CanoeShed,1.161276592,1.979464583,18.61875,HOBO
6/29/2019,CanoeShed,1.157197132,1.981133333,18.805,HOBO
6/30/2019,CanoeShed,1.153320871,1.982117708,18.969375,HOBO
7/1/2019,CanoeShed,1.149520657,1.980354167,19.06979167,HOBO
7/2/2019,CanoeShed,1.145775372,1.975361458,19.095625,HOBO
7/3/2019,CanoeShed,1.142765724,1.9727125,19.1475,HOBO
7/4/2019,CanoeShed,1.139641465,1.974078125,19.29520833,HOBO
7/5/2019,CanoeShed,1.136539851,1.978728125,19.5175,HOBO
7/6/2019,CanoeShed,1.133298931,1.984215625,19.765,HOBO
7/7/2019,CanoeShed,1.130026774,1.989992708,20.02125,HOBO
7/8/2019,CanoeShed,1.126879605,1.991832292,20.18375,HOBO
7/9/2019,CanoeShed,1.122877675,1.987589583,20.240625,HOBO
7/10/2019,CanoeShed,1.118623313,1.976996875,20.16166667,HOBO
7/11/2019,CanoeShed,1.114992855,1.969396875,20.12708333,HOBO
7/12/2019,CanoeShed,1.111270482,1.96619375,20.19770833,HOBO
7/13/2019,CanoeShed,1.10762162,1.963688542,20.28208333,HOBO
7/14/2019,CanoeShed,1.104399081,1.961129167,20.34895833,HOBO
7/15/2019,CanoeShed,1.101517162,1.959719792,20.42958333,HOBO
7/16/2019,CanoeShed,1.097965813,1.955965625,20.48229167,HOBO
7/17/2019,CanoeShed,1.094043177,1.953484375,20.58,HOBO
7/18/2019,CanoeShed,1.089314576,1.953804167,20.77645833,HOBO
7/19/2019,CanoeShed,1.082051233,1.948725,20.949375,HOBO
7/20/2019,CanoeShed,1.086603414,1.966838542,21.19166667,HOBO
7/21/2019,CanoeShed,1.087606848,1.981489583,21.49520833,HOBO
7/22/2019,CanoeShed,1.086032279,1.989945833,21.7575,HOBO
7/23/2019,CanoeShed,1.090961633,2.006446875,21.94208333,HOBO
7/24/2019,CanoeShed,1.100819029,2.019445833,21.84791667,HOBO
7/25/2019,CanoeShed,1.306450775,2.367389583,21.67375,HOBO
7/26/2019,CanoeShed,1.325175851,2.395211458,21.58729167,HOBO
7/27/2019,CanoeShed,1.310646864,2.36455625,21.47458333,HOBO
7/28/2019,CanoeShed,1.337217798,2.408820833,21.451875,HOBO
7/29/2019,CanoeShed,1.473539059,2.646758333,21.55395833,HOBO
7/30/2019,CanoeShed,1.497403734,2.698164583,21.74083333,HOBO
7/31/2019,CanoeShed,1.672920667,3.009189583,21.93916667,HOBO
8/1/2019,CanoeShed,1.65900782,2.992214583,22.04354167,HOBO
8/2/2019,CanoeShed,1.793946825,3.221313542,22.03958333,HOBO
8/3/2019,CanoeShed,1.898711335,3.403583333,22.105625,HOBO
8/4/2019,CanoeShed,1.977711312,3.538860417,22.13125,HOBO
8/5/2019,CanoeShed,2.075134703,3.712109375,22.24625,HOBO
8/6/2019,CanoeShed,2.144398212,3.835230208,22.33166667,HOBO
8/7/2019,CanoeShed,2.510602517,4.457021875,22.41125,HOBO
8/8/2019,CanoeShed,2.515679214,4.481291667,22.57916667,HOBO
8/9/2019,CanoeShed,2.549876621,4.545301042,22.64958333,HOBO
8/10/2019,CanoeShed,2.631951562,4.682761458,22.65,HOBO
8/11/2019,CanoeShed,2.642303242,4.684236458,22.48979167,HOBO
8/12/2019,CanoeShed,2.557986752,4.524001042,22.28479167,HOBO
8/13/2019,CanoeShed,3.000765745,5.24549375,22.19645833,HOBO
8/14/2019,CanoeShed,2.92182943,5.123936458,22.26666667,HOBO
8/15/2019,CanoeShed,2.806863995,4.942954167,22.34833333,HOBO
8/16/2019,CanoeShed,3.447993434,6.010158333,22.479375,HOBO
8/17/2019,CanoeShed,3.559198202,6.224258333,22.72229167,HOBO
8/18/2019,CanoeShed,3.697099467,6.4795625,22.94395833,HOBO
8/19/2019,CanoeShed,3.868510078,6.792529167,23.174375,HOBO
8/20/2019,CanoeShed,4.002094085,7.04131875,23.37854167,HOBO
8/21/2019,CanoeShed,3.887020187,6.861388542,23.44625,HOBO
8/22/2019,CanoeShed,4.075458383,7.183802083,23.52604167,HOBO
8/23/2019,CanoeShed,3.903117451,6.908210417,23.58625,HOBO
8/24/2019,CanoeShed,3.763942448,6.653821875,23.4125,HOBO
8/25/2019,CanoeShed,4.077978447,7.110098958,23.001875,HOBO
8/26/2019,CanoeShed,4.328978046,7.461878125,22.64791667,HOBO
8/27/2019,CanoeShed,4.759182423,8.111902083,22.41354167,HOBO
8/28/2019,CanoeShed,4.677083529,7.963111702,22.30510638,HOBO
8/29/2019,CanoeShed,4.642373293,7.89665625,22.23666667,HOBO
8/30/2019,CanoeShed,4.756634625,8.066185417,22.16979167,HOBO
8/31/2019,CanoeShed,4.930770701,8.337119792,22.1475,HOBO
9/1/2019,CanoeShed,4.847483181,8.221485417,22.23791667,HOBO
9/2/2019,CanoeShed,5.253498728,8.886363542,22.37479167,HOBO
9/3/2019,CanoeShed,5.401926068,9.1598,22.5825,HOBO
9/4/2019,CanoeShed,5.598178254,9.512584375,22.80354167,HOBO
9/5/2019,CanoeShed,5.795640776,9.86011875,22.97895833,HOBO
9/6/2019,CanoeShed,5.465839338,9.339114583,22.985625,HOBO
9/7/2019,CanoeShed,5.903934039,9.905323958,22.38416667,HOBO
9/8/2019,CanoeShed,6.199979372,10.337575,22.24333333,HOBO
9/9/2019,CanoeShed,5.992043432,10.01165208,22.22666667,HOBO
9/10/2019,CanoeShed,5.79580658,9.698555208,22.186875,HOBO
9/11/2019,CanoeShed,6.130326303,10.21737917,22.18666667,HOBO
9/12/2019,CanoeShed,6.107091074,10.22255625,22.378125,HOBO
9/13/2019,CanoeShed,6.075066529,10.22522708,22.62416667,HOBO
9/14/2019,CanoeShed,6.580642094,10.98700417,22.511875,HOBO
9/15/2019,CanoeShed,6.366158495,10.62006042,22.35770833,HOBO
9/16/2019,CanoeShed,6.108336593,10.22184583,22.36583333,HOBO
9/17/2019,CanoeShed,6.148758061,10.28422292,22.36541667,HOBO
9/18/2019,CanoeShed,6.63089448,11.02858333,22.35645833,HOBO
9/19/2019,CanoeShed,6.926253429,11.47419688,22.31770833,HOBO
9/20/2019,CanoeShed,6.89567201,11.41128333,22.25020833,HOBO
9/21/2019,CanoeShed,6.669645498,11.01129167,22.02291667,HOBO
9/22/2019,CanoeShed,6.401091598,10.56833333,21.88520833,HOBO
9/23/2019,CanoeShed,6.760703395,11.14318854,21.99208333,HOBO
9/24/2019,CanoeShed,6.734839592,11.15684583,22.219375,HOBO
9/25/2019,CanoeShed,6.478748683,10.77391979,22.26791667,HOBO
9/26/2019,CanoeShed,7.507821467,12.30095313,22.07416667,HOBO
9/27/2019,CanoeShed,7.501360452,12.2913375,22.07541667,HOBO
9/28/2019,CanoeShed,7.888194817,12.87318125,22.06125,HOBO
9/29/2019,CanoeShed,7.716191757,12.6176625,22.07791667,HOBO
9/30/2019,CanoeShed,7.954495957,13.01241979,22.20541667,HOBO
10/1/2019,CanoeShed,8.271195469,13.48510104,22.18520833,HOBO
10/2/2019,CanoeShed,8.246602403,13.4600125,22.2275,HOBO
10/3/2019,CanoeShed,7.996286578,13.14298542,22.45,HOBO
10/4/2019,CanoeShed,8.397729391,13.76383646,22.49145833,HOBO
10/5/2019,CanoeShed,8.197220075,13.41972917,22.35208333,HOBO
10/6/2019,CanoeShed,8.697459166,13.91220625,21.46125,HOBO
10/7/2019,CanoeShed,8.634835568,13.79436563,21.375625,HOBO
10/8/2019,CanoeShed,8.418771871,13.47077604,21.36,HOBO
10/9/2019,CanoeShed,8.489641621,13.47813333,21.029375,HOBO
10/10/2019,CanoeShed,9.018432877,14.07173854,20.42916667,HOBO
10/11/2019,CanoeShed,9.336322107,14.41440104,20.06291667,HOBO
10/12/2019,CanoeShed,9.530662543,14.58731771,19.73604167,HOBO
10/13/2019,CanoeShed,9.503278546,14.54496354,19.72458333,HOBO
10/14/2019,CanoeShed,9.321514335,14.30972292,19.79375,HOBO
10/15/2019,CanoeShed,9.116536387,13.97712292,19.65666667,HOBO
10/16/2019,CanoeShed,9.164890198,13.94069271,19.31520833,HOBO
10/17/2019,CanoeShed,9.106390892,13.79590938,19.10791667,HOBO
10/18/2019,CanoeShed,8.910610613,13.47062604,18.93604167,HOBO
10/19/2019,CanoeShed,8.728813897,13.17003958,18.776875,HOBO
10/20/2019,CanoeShed,8.687313651,12.99500417,18.37208333,HOBO
10/21/2019,CanoeShed,8.525868391,12.72232708,18.19979167,HOBO
10/22/2019,CanoeShed,8.399174781,12.54860833,18.20395833,HOBO
10/23/2019,CanoeShed,8.237627352,12.32082292,18.18875,HOBO
10/24/2019,CanoeShed,8.085039086,12.07479375,18.06020833,HOBO
10/25/2019,CanoeShed,7.946144467,11.86981563,18.011875,HOBO
10/26/2019,CanoeShed,7.812466211,11.67576042,17.9775,HOBO
10/27/2019,CanoeShed,7.718424233,11.54355521,17.97020833,HOBO
10/28/2019,CanoeShed,7.564930317,11.35653438,18.07125,HOBO
10/29/2019,CanoeShed,7.418937743,11.13460208,17.99666667,HOBO
10/30/2019,CanoeShed,7.301932727,10.95637396,17.934375,HOBO
10/31/2019,CanoeShed,7.237754064,10.88960313,18.02666667,HOBO
11/1/2019,CanoeShed,7.176514257,10.775075,17.90625,HOBO
11/2/2019,CanoeShed,7.061041831,10.53378021,17.56895833,HOBO
11/3/2019,CanoeShed,6.956451604,10.30855104,17.22625,HOBO
11/4/2019,CanoeShed,6.861805543,10.09422708,16.86229167,HOBO
11/5/2019,CanoeShed,6.885525164,10.04834375,16.52416667,HOBO
11/6/2019,CanoeShed,6.797794921,9.923601042,16.49833333,HOBO
11/7/2019,CanoeShed,6.709244464,9.7743125,16.36875,HOBO
11/8/2019,CanoeShed,6.62281719,9.614901042,16.17791667,HOBO
11/9/2019,CanoeShed,6.548015433,9.439715625,15.83979167,HOBO
11/10/2019,CanoeShed,6.509455646,9.288885417,15.385625,HOBO
11/11/2019,CanoeShed,6.517612905,9.240639583,15.11375,HOBO
11/12/2019,CanoeShed,6.448883536,9.158333333,15.15208333,HOBO
11/13/2019,CanoeShed,6.38711915,9.011223958,14.84458333,HOBO
11/14/2019,CanoeShed,6.32153185,8.846705208,14.47208333,HOBO
11/15/2019,CanoeShed,6.258033087,8.699692708,14.16333333,HOBO
11/16/2019,CanoeShed,6.199734599,8.600879167,14.04979167,HOBO
11/17/2019,CanoeShed,6.171000525,8.517760417,13.82604167,HOBO
11/18/2019,CanoeShed,6.325267169,8.597722917,13.265,HOBO
11/19/2019,CanoeShed,6.65376196,8.800961458,12.29,HOBO
11/20/2019,CanoeShed,6.675930397,8.955503125,12.87520833,HOBO
11/21/2019,CanoeShed,6.597056221,8.887680208,13.01625,HOBO
11/22/2019,CanoeShed,6.567758338,8.83181875,12.92729167,HOBO
11/23/2019,CanoeShed,6.510118692,8.744472917,12.85583333,HOBO
11/24/2019,CanoeShed,6.441490882,8.607733333,12.61458333,HOBO
11/25/2019,CanoeShed,6.35545368,8.486826042,12.54791667,HOBO
11/26/2019,CanoeShed,6.296278546,8.409930208,12.53166667,HOBO
11/27/2019,CanoeShed,6.242960686,8.353164583,12.578125,HOBO
11/28/2019,CanoeShed,6.198767045,8.311838542,12.64541667,HOBO
11/29/2019,CanoeShed,6.152522714,8.241263542,12.581875,HOBO
11/30/2019,CanoeShed,6.125491925,8.183555208,12.463125,HOBO
12/1/2019,CanoeShed,6.172815473,8.159073958,12.05083333,HOBO
12/2/2019,CanoeShed,6.116910716,8.075459375,11.97729167,HOBO
12/3/2019,CanoeShed,6.042306775,7.973972917,11.92791667,HOBO
12/4/2019,CanoeShed,5.999290909,7.868047917,11.65770833,HOBO
12/5/2019,CanoeShed,5.959353877,7.792246875,11.519375,HOBO
12/6/2019,CanoeShed,5.918806242,7.736091667,11.484375,HOBO
12/7/2019,CanoeShed,5.87780745,7.670989583,11.40541667,HOBO
12/8/2019,CanoeShed,5.840260351,7.593667708,11.23958333,HOBO
12/9/2019,CanoeShed,5.799549767,7.519103125,11.10645833,HOBO
12/10/2019,CanoeShed,5.757842988,7.503416667,11.29104167,HOBO
12/11/2019,CanoeShed,5.711371608,7.464692708,11.385625,HOBO
12/12/2019,CanoeShed,5.651089425,7.347832292,11.15104167,HOBO
12/13/2019,CanoeShed,5.592945632,7.226346875,10.8725,HOBO
12/14/2019,CanoeShed,5.560991315,7.166116667,10.753125,HOBO
12/15/2019,CanoeShed,5.534977606,7.144951042,10.80895833,HOBO
12/16/2019,CanoeShed,5.500621425,7.083476042,10.696875,HOBO
12/17/2019,CanoeShed,5.45625437,6.992630208,10.48645833,HOBO
12/18/2019,CanoeShed,5.411051313,6.916983333,10.36416667,HOBO
12/19/2019,CanoeShed,5.381230456,6.838648958,10.12041667,HOBO
12/20/2019,CanoeShed,5.357099307,6.758739583,9.82625,HOBO
12/21/2019,CanoeShed,5.331149833,6.686720833,9.586875,HOBO
12/22/2019,CanoeShed,5.306949391,6.621017708,9.369791667,HOBO
12/23/2019,CanoeShed,5.281709233,6.563551042,9.205833333,HOBO
12/24/2019,CanoeShed,5.258511405,6.539761458,9.224166667,HOBO
12/25/2019,CanoeShed,5.237207335,6.50418125,9.160208333,HOBO
12/26/2019,CanoeShed,5.214834543,6.463628125,9.07375,HOBO
12/27/2019,CanoeShed,5.193906458,6.453419792,9.157083333,HOBO
12/28/2019,CanoeShed,5.17356792,6.449458333,9.274166667,HOBO
12/29/2019,CanoeShed,5.153852518,6.450178125,9.415625,HOBO
12/30/2019,CanoeShed,5.129198727,6.455557292,9.620625,HOBO
12/31/2019,CanoeShed,5.10373251,6.470003125,9.887291667,HOBO
1/1/2020,CanoeShed,5.069642891,6.472985417,10.14875,HOBO
1/2/2020,CanoeShed,5.034025016,6.407995833,10.011875,HOBO
1/3/2020,CanoeShed,5.004239309,6.349964583,9.873958333,HOBO
1/4/2020,CanoeShed,4.990040255,6.355544792,10.01125,HOBO
1/5/2020,CanoeShed,4.976956051,6.35655625,10.11291667,HOBO
1/6/2020,CanoeShed,4.952696205,6.311148958,10.01145833,HOBO
1/7/2020,CanoeShed,4.92588905,6.251472917,9.839166667,HOBO
1/8/2020,CanoeShed,4.88850503,6.159365625,9.540416667,HOBO
1/9/2020,CanoeShed,4.854362916,6.089614583,9.353958333,HOBO
1/10/2020,CanoeShed,4.826850132,6.040084375,9.244375,HOBO
1/11/2020,CanoeShed,4.810083087,6.034364583,9.332916667,HOBO
1/12/2020,CanoeShed,4.803643933,6.093582292,9.757916667,HOBO
1/13/2020,CanoeShed,4.796231376,6.147933333,10.15916667,HOBO
1/14/2020,CanoeShed,4.781811792,6.144853125,10.249375,HOBO
1/15/2020,CanoeShed,4.76976673,6.136207292,10.28645833,HOBO
1/16/2020,CanoeShed,4.757211221,6.126369792,10.32,HOBO
1/17/2020,CanoeShed,4.735380339,6.079317708,10.18666667,HOBO
1/18/2020,CanoeShed,4.711054813,5.999277083,9.858333333,HOBO
1/19/2020,CanoeShed,4.68242365,5.92809375,9.617083333,HOBO
1/20/2020,CanoeShed,4.658982682,5.869155208,9.412708333,HOBO
1/21/2020,CanoeShed,4.637472251,5.804848958,9.155833333,HOBO
1/22/2020,CanoeShed,4.615134071,5.737142708,8.88,HOBO
1/23/2020,CanoeShed,4.569590419,5.640911458,8.589375,HOBO
1/24/2020,CanoeShed,4.48488749,5.514316071,8.392857143,HOBO
6/24/2019,CanoeShed,0.271416372,,,MarshOrgan
6/25/2019,CanoeShed,0.190603878,,,MarshOrgan
6/26/2019,CanoeShed,0.435932719,,,MarshOrgan
6/27/2019,CanoeShed,0.867920406,,,MarshOrgan
6/28/2019,CanoeShed,0.777859903,,,MarshOrgan
6/29/2019,CanoeShed,1.036393878,,,MarshOrgan
6/30/2019,CanoeShed,0.096869979,,,MarshOrgan
7/1/2019,CanoeShed,0.509724964,,,MarshOrgan
7/2/2019,CanoeShed,1.424992304,,,MarshOrgan
7/3/2019,CanoeShed,0.149426658,,,MarshOrgan
7/4/2019,CanoeShed,0.874030275,,,MarshOrgan
7/5/2019,CanoeShed,0.683814561,,,MarshOrgan
7/6/2019,CanoeShed,0.599461079,,,MarshOrgan
7/7/2019,CanoeShed,0.363902349,,,MarshOrgan
7/8/2019,CanoeShed,0.56883948,,,MarshOrgan
7/9/2019,CanoeShed,0.134814908,,,MarshOrgan
7/10/2019,CanoeShed,0.159807054,,,MarshOrgan
7/11/2019,CanoeShed,0.264573419,,,MarshOrgan
7/12/2019,CanoeShed,0.084162113,,,MarshOrgan
7/13/2019,CanoeShed,0.367730705,,,MarshOrgan
7/14/2019,CanoeShed,1.155301725,,,MarshOrgan
7/15/2019,CanoeShed,0.958687045,,,MarshOrgan
7/16/2019,CanoeShed,1.548115647,,,MarshOrgan
7/17/2019,CanoeShed,1.262374009,,,MarshOrgan
7/18/2019,CanoeShed,0.939356814,,,MarshOrgan
7/19/2019,CanoeShed,1.188732614,,,MarshOrgan
7/20/2019,CanoeShed,2.065060529,,,MarshOrgan
7/21/2019,CanoeShed,1.832748484,,,MarshOrgan
7/22/2019,CanoeShed,2.798096721,,,MarshOrgan
7/23/2019,CanoeShed,1.852794784,,,MarshOrgan
7/24/2019,CanoeShed,1.52494333,,,MarshOrgan
7/25/2019,CanoeShed,3.252819331,,,MarshOrgan
7/26/2019,CanoeShed,2.025714788,,,MarshOrgan
7/27/2019,CanoeShed,1.985410167,,,MarshOrgan
7/28/2019,CanoeShed,2.654231093,,,MarshOrgan
7/29/2019,CanoeShed,2.927741771,,,MarshOrgan
7/30/2019,CanoeShed,3.112912544,,,MarshOrgan
