Sampling_Event,Site,meanSal,meanEC,meanT,Source
7/31/2019,CanoeShed,3.464789699,,,MarshOrgan
8/1/2019,CanoeShed,3.117042997,,,MarshOrgan
8/2/2019,CanoeShed,3.454651265,,,MarshOrgan
8/3/2019,CanoeShed,3.360082721,,,MarshOrgan
8/4/2019,CanoeShed,3.49758001,,,MarshOrgan
8/5/2019,CanoeShed,3.480144264,,,MarshOrgan
8/6/2019,CanoeShed,3.676943495,,,MarshOrgan
8/7/2019,CanoeShed,4.307398833,,,MarshOrgan
8/8/2019,CanoeShed,3.019499885,,,MarshOrgan
8/9/2019,CanoeShed,3.164556472,,,MarshOrgan
8/10/2019,CanoeShed,2.898537822,,,MarshOrgan
8/11/2019,CanoeShed,3.53083583,,,MarshOrgan
8/12/2019,CanoeShed,3.778177431,,,MarshOrgan
8/13/2019,CanoeShed,4.311863064,,,MarshOrgan
8/14/2019,CanoeShed,3.463492041,,,MarshOrgan
8/15/2019,CanoeShed,4.114082087,,,MarshOrgan
8/16/2019,CanoeShed,4.519601761,,,MarshOrgan
8/17/2019,CanoeShed,4.188004342,,,MarshOrgan
8/18/2019,CanoeShed,3.902990539,,,MarshOrgan
8/19/2019,CanoeShed,3.78698238,,,MarshOrgan
8/20/2019,CanoeShed,3.602651275,,,MarshOrgan
8/21/2019,CanoeShed,3.691254226,,,MarshOrgan
8/22/2019,CanoeShed,3.80173619,,,MarshOrgan
8/23/2019,CanoeShed,4.0164493,,,MarshOrgan
8/24/2019,CanoeShed,4.101913113,,,MarshOrgan
8/25/2019,CanoeShed,5.558303698,,,MarshOrgan
8/26/2019,CanoeShed,6.305449906,,,MarshOrgan
8/27/2019,CanoeShed,6.477495373,,,MarshOrgan
8/28/2019,CanoeShed,6.005532063,,,MarshOrgan
8/29/2019,CanoeShed,5.582744073,,,MarshOrgan
8/30/2019,CanoeShed,5.887422112,,,MarshOrgan
8/31/2019,CanoeShed,5.557013575,,,MarshOrgan
9/1/2019,CanoeShed,5.35023602,,,MarshOrgan
9/2/2019,CanoeShed,5.561604812,,,MarshOrgan
9/3/2019,CanoeShed,5.609072089,,,MarshOrgan
9/4/2019,CanoeShed,5.803227533,,,MarshOrgan
9/5/2019,CanoeShed,5.956618359,,,MarshOrgan
9/6/2019,CanoeShed,6.541603161,,,MarshOrgan
9/7/2019,CanoeShed,7.358190267,,,MarshOrgan
9/8/2019,CanoeShed,7.06824344,,,MarshOrgan
9/9/2019,CanoeShed,6.4739806,,,MarshOrgan
9/10/2019,CanoeShed,6.453743704,,,MarshOrgan
9/11/2019,CanoeShed,6.54428701,,,MarshOrgan
9/12/2019,CanoeShed,6.077671019,,,MarshOrgan
9/13/2019,CanoeShed,6.731610726,,,MarshOrgan
9/14/2019,CanoeShed,7.438281653,,,MarshOrgan
9/15/2019,CanoeShed,6.697422399,,,MarshOrgan
9/16/2019,CanoeShed,6.556120821,,,MarshOrgan
9/17/2019,CanoeShed,6.396582154,,,MarshOrgan
9/18/2019,CanoeShed,6.805868687,,,MarshOrgan
9/19/2019,CanoeShed,7.246205039,,,MarshOrgan
9/20/2019,CanoeShed,7.486471273,,,MarshOrgan
9/21/2019,CanoeShed,7.068374541,,,MarshOrgan
9/22/2019,CanoeShed,6.596233538,,,MarshOrgan
9/23/2019,CanoeShed,6.54003003,,,MarshOrgan
9/24/2019,CanoeShed,5.460215368,,,MarshOrgan
9/25/2019,CanoeShed,7.583235588,,,MarshOrgan
9/26/2019,CanoeShed,7.563976335,,,MarshOrgan
9/27/2019,CanoeShed,7.498874668,,,MarshOrgan
9/28/2019,CanoeShed,7.448296462,,,MarshOrgan
9/29/2019,CanoeShed,6.842030385,,,MarshOrgan
9/30/2019,CanoeShed,6.945432956,,,MarshOrgan
10/1/2019,CanoeShed,7.129189362,,,MarshOrgan
10/2/2019,CanoeShed,6.744534277,,,MarshOrgan
10/3/2019,CanoeShed,6.818604056,,,MarshOrgan
10/4/2019,CanoeShed,7.31522206,,,MarshOrgan
10/5/2019,CanoeShed,8.393301541,,,MarshOrgan
10/6/2019,CanoeShed,8.96459524,,,MarshOrgan
10/7/2019,CanoeShed,8.446576976,,,MarshOrgan
10/8/2019,CanoeShed,8.548538585,,,MarshOrgan
10/9/2019,CanoeShed,9.379147039,,,MarshOrgan
10/10/2019,CanoeShed,9.515659262,,,MarshOrgan
10/11/2019,CanoeShed,9.603762297,,,MarshOrgan
10/12/2019,CanoeShed,9.859676821,,,MarshOrgan
10/13/2019,CanoeShed,10.12275699,,,MarshOrgan
10/14/2019,CanoeShed,9.836115342,,,MarshOrgan
10/15/2019,CanoeShed,9.716092999,,,MarshOrgan
10/16/2019,CanoeShed,9.941693863,,,MarshOrgan
10/17/2019,CanoeShed,9.520535732,,,MarshOrgan
10/18/2019,CanoeShed,7.74026202,,,MarshOrgan
10/19/2019,CanoeShed,8.638812396,,,MarshOrgan
10/20/2019,CanoeShed,9.227338775,,,MarshOrgan
10/21/2019,CanoeShed,6.038231825,,,MarshOrgan
10/22/2019,CanoeShed,7.703191908,,,MarshOrgan
10/23/2019,CanoeShed,7.419300114,,,MarshOrgan
10/24/2019,CanoeShed,7.93977448,,,MarshOrgan
10/25/2019,CanoeShed,8.071876531,,,MarshOrgan
10/26/2019,CanoeShed,8.075220431,,,MarshOrgan
10/27/2019,CanoeShed,8.396756118,,,MarshOrgan
10/28/2019,CanoeShed,5.865979221,,,MarshOrgan
10/29/2019,CanoeShed,6.361737203,,,MarshOrgan
10/30/2019,CanoeShed,7.436563002,,,MarshOrgan
7/9/2018,NorthFork,1.184003369,2.085058696,20.12608696,HOBO
7/10/2018,NorthFork,1.173055796,2.056722917,19.90604167,HOBO
7/11/2018,NorthFork,1.180789249,2.070385417,19.923125,HOBO
7/12/2018,NorthFork,1.188103042,2.092075,20.13020833,HOBO
7/13/2018,NorthFork,1.185031056,2.094779167,20.30104167,HOBO
7/14/2018,NorthFork,1.185643687,2.098930208,20.36895833,HOBO
7/15/2018,NorthFork,1.244233256,2.194940625,20.32083333,HOBO
7/16/2018,NorthFork,1.299431399,2.29093125,20.39291667,HOBO
7/17/2018,NorthFork,1.375901655,2.434394792,20.68833333,HOBO
7/18/2018,NorthFork,1.409600588,2.503634375,20.92541667,HOBO
7/19/2018,NorthFork,1.404934121,2.490054167,20.81958333,HOBO
7/20/2018,NorthFork,1.396976065,2.465258333,20.60708333,HOBO
7/21/2018,NorthFork,1.403262378,2.4709625,20.51833333,HOBO
7/22/2018,NorthFork,1.448365613,2.535707292,20.33020833,HOBO
7/23/2018,NorthFork,1.481279594,2.579220833,20.13479167,HOBO
7/24/2018,NorthFork,1.520172422,2.64539375,20.17041667,HOBO
7/25/2018,NorthFork,1.548874949,2.699158333,20.28041667,HOBO
7/26/2018,NorthFork,1.563658615,2.72585,20.31916667,HOBO
7/27/2018,NorthFork,1.595593443,2.782407292,20.38291667,HOBO
7/28/2018,NorthFork,1.652449761,2.883490625,20.50041667,HOBO
7/29/2018,NorthFork,1.676216735,2.9220125,20.48958333,HOBO
7/30/2018,NorthFork,1.69918132,2.952504167,20.37583333,HOBO
7/31/2018,NorthFork,1.72005133,2.975297917,20.19979167,HOBO
8/1/2018,NorthFork,1.736087067,3.001322917,20.19666667,HOBO
8/2/2018,NorthFork,1.750978795,3.042559375,20.45125,HOBO
8/3/2018,NorthFork,1.776636661,3.09643125,20.62604167,HOBO
8/4/2018,NorthFork,1.779776478,3.103613542,20.65583333,HOBO
8/5/2018,NorthFork,1.785004583,3.118761458,20.75229167,HOBO
8/6/2018,NorthFork,1.794541421,3.14455625,20.89979167,HOBO
8/7/2018,NorthFork,1.798427723,3.1642375,21.09395833,HOBO
8/8/2018,NorthFork,1.780305022,3.146602083,21.27833333,HOBO
8/9/2018,NorthFork,1.562673963,2.792865625,21.50104167,HOBO
8/10/2018,NorthFork,1.40029183,2.526690625,21.64145833,HOBO
8/11/2018,NorthFork,1.426624526,2.576311458,21.725,HOBO
8/12/2018,NorthFork,1.474226584,2.660640625,21.77729167,HOBO
8/13/2018,NorthFork,1.528383128,2.748394792,21.6975,HOBO
8/14/2018,NorthFork,1.582232629,2.835634375,21.62625,HOBO
8/15/2018,NorthFork,1.623951493,2.898276042,21.496875,HOBO
8/16/2018,NorthFork,1.653480333,2.946898958,21.47770833,HOBO
8/17/2018,NorthFork,1.674171067,2.988186458,21.57791667,HOBO
8/18/2018,NorthFork,1.691179172,3.034628125,21.851875,HOBO
8/19/2018,NorthFork,1.703898477,3.067313542,22.02208333,HOBO
8/20/2018,NorthFork,1.722992108,3.095553125,21.958125,HOBO
8/21/2018,NorthFork,1.764496479,3.155060417,21.79625,HOBO
8/22/2018,NorthFork,1.789081208,3.1951625,21.77541667,HOBO
8/23/2018,NorthFork,1.776499659,3.168939583,21.70166667,HOBO
8/24/2018,NorthFork,1.767774435,3.130620833,21.35145833,HOBO
8/25/2018,NorthFork,1.760047535,3.093319792,20.98791667,HOBO
8/26/2018,NorthFork,1.747723297,3.056927083,20.74854167,HOBO
8/27/2018,NorthFork,1.738734355,3.041989583,20.74770833,HOBO
8/28/2018,NorthFork,1.726638815,3.043839583,21.08020833,HOBO
8/29/2018,NorthFork,1.723437235,3.069679167,21.554375,HOBO
8/30/2018,NorthFork,1.716988124,3.088515625,22.00604167,HOBO
8/31/2018,NorthFork,1.730645952,3.129241667,22.26979167,HOBO
9/1/2018,NorthFork,1.704696688,3.098075,22.47166667,HOBO
9/2/2018,NorthFork,1.692750638,3.088988542,22.646875,HOBO
9/3/2018,NorthFork,1.68675132,3.084688542,22.74,HOBO
9/4/2018,NorthFork,1.667849491,3.059675,22.85958333,HOBO
9/5/2018,NorthFork,1.64626115,3.032614583,23.02291667,HOBO
9/6/2018,NorthFork,1.638279378,3.026432292,23.14479167,HOBO
9/7/2018,NorthFork,1.612043172,2.989903125,23.29416667,HOBO
9/8/2018,NorthFork,1.60511218,2.976922917,23.28104167,HOBO
9/9/2018,NorthFork,1.650659674,3.023802083,22.76791667,HOBO
9/10/2018,NorthFork,1.71937681,3.078663542,21.79708333,HOBO
9/11/2018,NorthFork,1.793063931,3.175980208,21.39729167,HOBO
9/12/2018,NorthFork,1.863698718,3.289673958,21.33520833,HOBO
9/13/2018,NorthFork,1.635764853,2.915647917,21.52625,HOBO
9/14/2018,NorthFork,1.322646915,2.394888542,21.665625,HOBO
9/15/2018,NorthFork,1.428950866,2.580657292,21.731875,HOBO
9/16/2018,NorthFork,1.506368941,2.715248958,21.77208333,HOBO
9/17/2018,NorthFork,1.571712341,2.827152083,21.78083333,HOBO
9/18/2018,NorthFork,1.654329169,2.971508333,21.843125,HOBO
9/19/2018,NorthFork,1.685733025,3.030014583,21.92375,HOBO
9/20/2018,NorthFork,1.750745959,3.137211458,21.87729167,HOBO
9/21/2018,NorthFork,1.81883768,3.248709375,21.82395833,HOBO
9/22/2018,NorthFork,1.882972552,3.351438542,21.75020833,HOBO
9/23/2018,NorthFork,2.028737207,3.583270833,21.59229167,HOBO
9/24/2018,NorthFork,2.203391216,3.829630208,21.06416667,HOBO
9/25/2018,NorthFork,2.300839246,3.953964583,20.65395833,HOBO
9/26/2018,NorthFork,2.349648428,4.028094792,20.59833333,HOBO
9/27/2018,NorthFork,2.393377176,4.121048958,20.84979167,HOBO
9/28/2018,NorthFork,2.428369273,4.159725,20.65125,HOBO
9/29/2018,NorthFork,2.454003241,4.168310417,20.29166667,HOBO
9/30/2018,NorthFork,2.490169863,4.21394375,20.16,HOBO
10/1/2018,NorthFork,2.539954583,4.279536458,20.015,HOBO
10/2/2018,NorthFork,2.605149209,4.388660417,20.07583333,HOBO
10/3/2018,NorthFork,2.667130825,4.50728125,20.28458333,HOBO
10/4/2018,NorthFork,2.723842099,4.619508333,20.50604167,HOBO
10/5/2018,NorthFork,2.904415277,4.9311,20.73625,HOBO
3/9/2019,NorthFork,0.392451049,0.538930952,8.002380952,HOBO
3/10/2019,NorthFork,0.4157822,0.571153125,8.089375,HOBO
3/11/2019,NorthFork,0.447008664,0.616217708,8.317083333,HOBO
3/12/2019,NorthFork,0.477976328,0.6607875,8.516666667,HOBO
3/13/2019,NorthFork,0.504726563,0.69761875,8.586041667,HOBO
3/14/2019,NorthFork,0.528369024,0.7309875,8.687291667,HOBO
3/15/2019,NorthFork,0.554927155,0.770280208,8.883125,HOBO
3/16/2019,NorthFork,0.572978633,0.803264583,9.305625,HOBO
3/17/2019,NorthFork,0.577046647,0.812933333,9.5025,HOBO
3/18/2019,NorthFork,0.576165973,0.80585,9.225833333,HOBO
3/19/2019,NorthFork,0.606812238,0.843375,9.063958333,HOBO
3/20/2019,NorthFork,0.652682533,0.905717708,9.120416667,HOBO
3/21/2019,NorthFork,0.680024565,0.944416667,9.215625,HOBO
3/22/2019,NorthFork,0.697070593,0.969108333,9.295,HOBO
3/23/2019,NorthFork,0.711609916,0.989970833,9.353125,HOBO
3/24/2019,NorthFork,0.725495038,1.008705208,9.3625,HOBO
3/25/2019,NorthFork,0.737816277,1.02656875,9.416875,HOBO
3/26/2019,NorthFork,0.746902118,1.041083333,9.505416667,HOBO
3/27/2019,NorthFork,0.758260627,1.056709375,9.522916667,HOBO
3/28/2019,NorthFork,0.770909653,1.072597917,9.488541667,HOBO
3/29/2019,NorthFork,0.779329486,1.085001042,9.530625,HOBO
3/30/2019,NorthFork,0.788258516,1.099529167,9.622291667,HOBO
3/31/2019,NorthFork,0.781732071,1.097886458,9.869791667,HOBO
4/1/2019,NorthFork,0.763007053,1.073884375,9.910208333,HOBO
4/2/2019,NorthFork,0.750309415,1.051178125,9.707083333,HOBO
4/3/2019,NorthFork,0.808283182,1.1293875,9.729791667,HOBO
4/4/2019,NorthFork,0.830890514,1.16246875,9.825416667,HOBO
4/5/2019,NorthFork,0.811001052,1.139259375,9.940625,HOBO
4/6/2019,NorthFork,0.775716074,1.093140625,9.986458333,HOBO
4/7/2019,NorthFork,0.751746887,1.06654375,10.19395833,HOBO
4/8/2019,NorthFork,0.737243246,1.053984375,10.45625,HOBO
4/9/2019,NorthFork,0.726214218,1.052473958,10.96083333,HOBO
4/10/2019,NorthFork,0.722253758,1.059852083,11.439375,HOBO
4/11/2019,NorthFork,0.717173739,1.057784375,11.62875,HOBO
4/12/2019,NorthFork,0.709129028,1.045795833,11.605,HOBO
4/13/2019,NorthFork,0.704604157,1.040544792,11.64833333,HOBO
4/14/2019,NorthFork,0.694647664,1.034364583,11.95208333,HOBO
4/15/2019,NorthFork,0.689845565,1.03435625,12.21583333,HOBO
4/16/2019,NorthFork,0.68269125,1.0267,12.3175,HOBO
4/17/2019,NorthFork,0.542555849,0.821539583,12.261875,HOBO
4/18/2019,NorthFork,0.463142875,0.706789583,12.28458333,HOBO
4/19/2019,NorthFork,0.490518236,0.7507125,12.484375,HOBO
4/20/2019,NorthFork,0.519654113,0.799291667,12.77416667,HOBO
4/21/2019,NorthFork,0.542597898,0.838763542,13.04458333,HOBO
4/22/2019,NorthFork,0.558849982,0.864875,13.13854167,HOBO
4/23/2019,NorthFork,0.572853044,0.88689375,13.194375,HOBO
4/24/2019,NorthFork,0.584888422,0.908526042,13.36229167,HOBO
4/25/2019,NorthFork,0.59499379,0.928208333,13.56583333,HOBO
4/26/2019,NorthFork,0.606778311,0.946725,13.604375,HOBO
4/27/2019,NorthFork,0.620715012,0.967775,13.613125,HOBO
4/28/2019,NorthFork,0.628243158,0.978984375,13.61145833,HOBO
4/29/2019,NorthFork,0.633440796,0.984292708,13.51,HOBO
4/30/2019,NorthFork,0.641748583,0.992257292,13.32979167,HOBO
5/1/2019,NorthFork,0.646875243,1.003070833,13.46020833,HOBO
5/2/2019,NorthFork,0.651685005,1.0131625,13.57895833,HOBO
5/3/2019,NorthFork,0.662301715,1.035094792,13.82125,HOBO
5/4/2019,NorthFork,0.671008902,1.053034375,14.013125,HOBO
5/5/2019,NorthFork,0.680710405,1.071205208,14.15145833,HOBO
5/6/2019,NorthFork,0.69765326,1.096157292,14.130625,HOBO
5/7/2019,NorthFork,0.708021546,1.112010417,14.14020833,HOBO
5/8/2019,NorthFork,0.713799318,1.1251125,14.3025,HOBO
5/9/2019,NorthFork,0.717015969,1.13360625,14.435625,HOBO
5/10/2019,NorthFork,0.720036384,1.13990625,14.49854167,HOBO
5/11/2019,NorthFork,0.722659114,1.148671875,14.67208333,HOBO
5/12/2019,NorthFork,0.725143708,1.154030208,14.72916667,HOBO
5/13/2019,NorthFork,0.731012031,1.15586875,14.47520833,HOBO
5/14/2019,NorthFork,0.736304394,1.155184375,14.165625,HOBO
5/15/2019,NorthFork,0.739440452,1.153210417,13.92791667,HOBO
5/16/2019,NorthFork,0.741235382,1.15380625,13.85395833,HOBO
5/17/2019,NorthFork,0.74326044,1.159038542,13.9325,HOBO
5/18/2019,NorthFork,0.743966385,1.165157292,14.11166667,HOBO
5/19/2019,NorthFork,0.743770067,1.173580208,14.419375,HOBO
5/20/2019,NorthFork,0.743881305,1.18565625,14.83875,HOBO
5/21/2019,NorthFork,0.739667422,1.193184375,15.33104167,HOBO
5/22/2019,NorthFork,0.73532474,1.188378125,15.39791667,HOBO
5/23/2019,NorthFork,0.734928258,1.182047917,15.19541667,HOBO
5/24/2019,NorthFork,0.737405662,1.186361458,15.213125,HOBO
5/25/2019,NorthFork,0.737881413,1.193285417,15.43166667,HOBO
5/26/2019,NorthFork,0.73956656,1.200582292,15.59666667,HOBO
5/27/2019,NorthFork,0.740606171,1.210217708,15.87791667,HOBO
5/28/2019,NorthFork,0.74459221,1.223016667,16.10666667,HOBO
5/29/2019,NorthFork,0.751244198,1.238434375,16.278125,HOBO
5/30/2019,NorthFork,0.757353297,1.258276042,16.626875,HOBO
5/31/2019,NorthFork,0.767272473,1.280798958,16.855,HOBO
6/1/2019,NorthFork,0.777222721,1.301077083,17.00145833,HOBO
6/2/2019,NorthFork,0.786462943,1.319251042,17.11291667,HOBO
6/3/2019,NorthFork,0.795462666,1.33620625,17.19520833,HOBO
6/4/2019,NorthFork,0.801220838,1.3404625,17.03479167,HOBO
6/5/2019,NorthFork,0.805975504,1.338019792,16.7125,HOBO
6/6/2019,NorthFork,0.811059161,1.346952083,16.74020833,HOBO
6/7/2019,NorthFork,0.813794838,1.360628125,17.03708333,HOBO
6/8/2019,NorthFork,0.815935421,1.370609375,17.245,HOBO
6/9/2019,NorthFork,0.816494583,1.374703125,17.34604167,HOBO
6/10/2019,NorthFork,0.820769412,1.381142708,17.3325,HOBO
6/11/2019,NorthFork,0.824793314,1.387469792,17.328125,HOBO
6/12/2019,NorthFork,0.824164379,1.387564583,17.36270833,HOBO
6/13/2019,NorthFork,0.828105655,1.390589583,17.25958333,HOBO
6/14/2019,NorthFork,0.834824714,1.3985375,17.17208333,HOBO
6/15/2019,NorthFork,0.835152611,1.393341667,16.99479167,HOBO
6/16/2019,NorthFork,0.832464,1.385994792,16.89958333,HOBO
6/17/2019,NorthFork,0.828200343,1.386894792,17.13958333,HOBO
6/18/2019,NorthFork,0.82900413,1.400715625,17.52979167,HOBO
6/19/2019,NorthFork,0.835154466,1.420380208,17.83041667,HOBO
6/20/2019,NorthFork,0.841787125,1.4386,18.05833333,HOBO
6/21/2019,NorthFork,0.849660123,1.460419792,18.33,HOBO
6/22/2019,NorthFork,0.853850416,1.469083333,18.38395833,HOBO
6/23/2019,NorthFork,0.855066426,1.466448958,18.24479167,HOBO
6/24/2019,NorthFork,0.853395833,1.459440625,18.11604167,HOBO
6/25/2019,NorthFork,0.851707902,1.459511458,18.20145833,HOBO
6/26/2019,NorthFork,0.848315176,1.463447917,18.48854167,HOBO
6/27/2019,NorthFork,0.846546988,1.468188542,18.72020833,HOBO
6/28/2019,NorthFork,0.843433818,1.471303125,18.97104167,HOBO
6/29/2019,NorthFork,0.840839762,1.475107292,19.21770833,HOBO
6/30/2019,NorthFork,0.843483885,1.486439583,19.42645833,HOBO
7/1/2019,NorthFork,0.842281894,1.487207292,19.51083333,HOBO
7/2/2019,NorthFork,0.840098028,1.481973958,19.46375,HOBO
7/3/2019,NorthFork,0.839015274,1.48218125,19.52541667,HOBO
7/4/2019,NorthFork,0.838185691,1.486416667,19.69645833,HOBO
7/5/2019,NorthFork,0.840324542,1.498005208,19.9375,HOBO
7/6/2019,NorthFork,0.840466294,1.506902083,20.19895833,HOBO
7/7/2019,NorthFork,0.842548591,1.518995833,20.45541667,HOBO
7/8/2019,NorthFork,0.845184505,1.525984375,20.52895833,HOBO
7/9/2019,NorthFork,0.850533692,1.532944792,20.461875,HOBO
7/10/2019,NorthFork,0.852815791,1.533519792,20.36229167,HOBO
7/11/2019,NorthFork,0.852865024,1.534038542,20.37520833,HOBO
7/12/2019,NorthFork,0.859651741,1.549040625,20.47416667,HOBO
7/13/2019,NorthFork,0.863039845,1.558794792,20.58958333,HOBO
7/14/2019,NorthFork,0.862472739,1.560086458,20.65625,HOBO
7/15/2019,NorthFork,0.859055465,1.55821875,20.775,HOBO
7/16/2019,NorthFork,0.853172751,1.550146875,20.8375,HOBO
7/17/2019,NorthFork,0.844286823,1.539683333,20.98583333,HOBO
7/18/2019,NorthFork,0.836942649,1.53569375,21.25041667,HOBO
7/19/2019,NorthFork,0.830929374,1.531825,21.4525,HOBO
7/20/2019,NorthFork,0.814822492,1.512051042,21.71729167,HOBO
7/21/2019,NorthFork,0.798959305,1.493929167,22.03041667,HOBO
7/22/2019,NorthFork,0.786317985,1.47955625,22.29083333,HOBO
7/23/2019,NorthFork,0.771091125,1.45504375,22.383125,HOBO
7/24/2019,NorthFork,0.771051243,1.446853125,22.12020833,HOBO
7/25/2019,NorthFork,0.755787537,1.41116875,21.84583333,HOBO
7/26/2019,NorthFork,0.730524137,1.360108333,21.64291667,HOBO
7/27/2019,NorthFork,0.709798707,1.318108333,21.46479167,HOBO
7/28/2019,NorthFork,0.685797487,1.27420625,21.420625,HOBO
7/29/2019,NorthFork,0.668906177,1.247757292,21.55541667,HOBO
7/30/2019,NorthFork,0.642379634,1.20694375,21.81104167,HOBO
7/31/2019,NorthFork,0.662559667,1.249321875,22.03770833,HOBO
8/1/2019,NorthFork,0.71283037,1.342316667,22.124375,HOBO
8/2/2019,NorthFork,0.872713737,1.626540625,22.07875,HOBO
8/3/2019,NorthFork,0.870121804,1.621516667,22.054375,HOBO
8/4/2019,NorthFork,0.921870465,1.713930208,22.071875,HOBO
8/5/2019,NorthFork,0.96702556,1.797732292,22.17270833,HOBO
8/6/2019,NorthFork,0.979978179,1.821878125,22.20479167,HOBO
8/7/2019,NorthFork,1.019637232,1.897127083,22.330625,HOBO
8/8/2019,NorthFork,1.069785023,1.991403125,22.46416667,HOBO
8/9/2019,NorthFork,1.069868032,1.989846875,22.42375,HOBO
8/10/2019,NorthFork,1.085336006,2.014917708,22.37041667,HOBO
8/11/2019,NorthFork,1.081109486,1.997178125,22.12895833,HOBO
8/12/2019,NorthFork,1.0577956,1.943898958,21.834375,HOBO
8/13/2019,NorthFork,1.141428007,2.084947917,21.72708333,HOBO
1/1/2020,GCREW,4.444047854,,,GW_Shoreline
1/2/2020,GCREW,4.409907417,,,GW_Shoreline
1/3/2020,GCREW,4.363645031,,,GW_Shoreline
1/4/2020,GCREW,4.330788406,,,GW_Shoreline
1/5/2020,GCREW,4.306689844,,,GW_Shoreline
1/6/2020,GCREW,4.267504042,,,GW_Shoreline
1/7/2020,GCREW,4.229956938,,,GW_Shoreline
1/8/2020,GCREW,4.188445604,,,GW_Shoreline
1/9/2020,GCREW,4.150776792,,,GW_Shoreline
1/10/2020,GCREW,4.116503458,,,GW_Shoreline
1/11/2020,GCREW,4.098288073,,,GW_Shoreline
1/12/2020,GCREW,4.087648531,,,GW_Shoreline
1/13/2020,GCREW,4.077286906,,,GW_Shoreline
1/14/2020,GCREW,4.060294792,,,GW_Shoreline
1/15/2020,GCREW,4.043813823,,,GW_Shoreline
1/16/2020,GCREW,4.026834208,,,GW_Shoreline
1/17/2020,GCREW,3.997469427,,,GW_Shoreline
1/18/2020,GCREW,3.95584175,,,GW_Shoreline
1/19/2020,GCREW,3.924155677,,,GW_Shoreline
1/20/2020,GCREW,3.893400479,,,GW_Shoreline
1/21/2020,GCREW,3.862797271,,,GW_Shoreline
1/22/2020,GCREW,3.851752073,,,GW_Shoreline
1/23/2020,GCREW,3.840603958,,,GW_Shoreline
1/24/2020,GCREW,3.830033521,,,GW_Shoreline
1/25/2020,GCREW,3.813657198,,,GW_Shoreline
1/26/2020,GCREW,3.798320083,,,GW_Shoreline
1/27/2020,GCREW,3.780542583,,,GW_Shoreline
1/28/2020,GCREW,3.763901781,,,GW_Shoreline
1/29/2020,GCREW,3.748386542,,,GW_Shoreline
1/30/2020,GCREW,3.72708076,,,GW_Shoreline
1/31/2020,GCREW,3.70570924,,,GW_Shoreline
2/1/2020,GCREW,3.689529656,,,GW_Shoreline
2/2/2020,GCREW,3.675400729,,,GW_Shoreline
2/3/2020,GCREW,3.661014073,,,GW_Shoreline
2/4/2020,GCREW,3.652647646,,,GW_Shoreline
2/5/2020,GCREW,3.648163177,,,GW_Shoreline
2/6/2020,GCREW,3.633190813,,,GW_Shoreline
2/7/2020,GCREW,3.619145375,,,GW_Shoreline
2/8/2020,GCREW,3.610637427,,,GW_Shoreline
2/9/2020,GCREW,3.595915125,,,GW_Shoreline
2/10/2020,GCREW,3.572687615,,,GW_Shoreline
2/11/2020,GCREW,3.557959052,,,GW_Shoreline
2/12/2020,GCREW,3.551730344,,,GW_Shoreline
2/13/2020,GCREW,3.545658344,,,GW_Shoreline
2/14/2020,GCREW,3.539212156,,,GW_Shoreline
2/15/2020,GCREW,3.520717656,,,GW_Shoreline
2/16/2020,GCREW,3.484657688,,,GW_Shoreline
2/17/2020,GCREW,3.457346938,,,GW_Shoreline
2/18/2020,GCREW,3.438300104,,,GW_Shoreline
2/19/2020,GCREW,3.427938126,,,GW_Shoreline
2/20/2020,GCREW,3.42036251,,,GW_Shoreline
2/21/2020,GCREW,3.397035396,,,GW_Shoreline
2/22/2020,GCREW,3.370078604,,,GW_Shoreline
2/23/2020,GCREW,3.353435469,,,GW_Shoreline
2/24/2020,GCREW,3.340645875,,,GW_Shoreline
2/25/2020,GCREW,3.332120688,,,GW_Shoreline
2/26/2020,GCREW,3.328997813,,,GW_Shoreline
2/27/2020,GCREW,3.328111198,,,GW_Shoreline
2/28/2020,GCREW,3.315937448,,,GW_Shoreline
2/29/2020,GCREW,3.299164083,,,GW_Shoreline
3/1/2020,GCREW,3.283999573,,,GW_Shoreline
3/2/2020,GCREW,3.270759979,,,GW_Shoreline
3/3/2020,GCREW,3.265631198,,,GW_Shoreline
3/4/2020,GCREW,3.263560646,,,GW_Shoreline
3/5/2020,GCREW,3.262126365,,,GW_Shoreline
3/6/2020,GCREW,3.25516324,,,GW_Shoreline
3/7/2020,GCREW,3.242113719,,,GW_Shoreline
3/8/2020,GCREW,3.231315073,,,GW_Shoreline
3/9/2020,GCREW,3.220932917,,,GW_Shoreline
3/10/2020,GCREW,3.21728649,,,GW_Shoreline
3/11/2020,GCREW,3.217659104,,,GW_Shoreline
3/12/2020,GCREW,3.219238729,,,GW_Shoreline
3/13/2020,GCREW,3.220317281,,,GW_Shoreline
3/14/2020,GCREW,3.22134599,,,GW_Shoreline
3/15/2020,GCREW,3.22224249,,,GW_Shoreline
3/16/2020,GCREW,3.221481292,,,GW_Shoreline
3/17/2020,GCREW,3.217224438,,,GW_Shoreline
3/18/2020,GCREW,3.215293021,,,GW_Shoreline
3/19/2020,GCREW,3.214732458,,,GW_Shoreline
3/20/2020,GCREW,3.214280656,,,GW_Shoreline
3/21/2020,GCREW,3.213954823,,,GW_Shoreline
3/22/2020,GCREW,3.212807135,,,GW_Shoreline
3/23/2020,GCREW,3.211597792,,,GW_Shoreline
