Plot Title: LSLE,,,,,,,,,,,,
#,"Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370964_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370964)","High Range, μS/cm (LGR S/N: 20370964_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370964)","Temp, °C (LGR S/N: 20370964_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370964)",Coupler Detached (LGR S/N: 20370964),Coupler Attached (LGR S/N: 20370964),Stopped (LGR S/N: 20370964),End Of File (LGR S/N: 20370964),Coupler Detached (LGR S/N: 20370964),Coupler Attached (LGR S/N: 20370964),Stopped (LGR S/N: 20370964),End Of File (LGR S/N: 20370964)
98,4/19/19 10:56,765.1,731.4,12.47,,,,,,,,
99,4/19/19 11:26,766.5,732.9,12.48,,,,,,,,
100,4/19/19 11:56,767.5,733.4,12.48,,,,,,,,
101,4/19/19 12:26,768,734.4,12.5,,,,,,,,
102,4/19/19 12:56,769,735.4,12.5,,,,,,,,
103,4/19/19 13:26,770,736.4,12.5,,,,,,,,
104,4/19/19 13:56,771,737.4,12.51,,,,,,,,
105,4/19/19 14:26,772,738.4,12.51,,,,,,,,
106,4/19/19 14:56,772.9,739.9,12.52,,,,,,,,
107,4/19/19 15:26,774.4,740.9,12.53,,,,,,,,
108,4/19/19 15:56,774.9,741.8,12.53,,,,,,,,
109,4/19/19 16:26,776.4,742.3,12.54,,,,,,,,
110,4/19/19 16:56,777.4,743.8,12.54,,,,,,,,
111,4/19/19 17:26,777.9,743.8,12.54,,,,,,,,
112,4/19/19 17:56,778.4,744.8,12.54,,,,,,,,
113,4/19/19 18:26,780.3,745.8,12.55,,,,,,,,
114,4/19/19 18:56,781.3,747.3,12.55,,,,,,,,
115,4/19/19 19:26,782.3,748.8,12.57,,,,,,,,
116,4/19/19 19:56,783.3,749.3,12.58,,,,,,,,
117,4/19/19 20:26,784.3,750.3,12.58,,,,,,,,
118,4/19/19 20:56,785.8,751.3,12.58,,,,,,,,
119,4/19/19 21:26,786.7,752.8,12.59,,,,,,,,
120,4/19/19 21:56,787.7,753.3,12.59,,,,,,,,
121,4/19/19 22:26,788.2,754.3,12.6,,,,,,,,
122,4/19/19 22:56,789.7,755.3,12.6,,,,,,,,
123,4/19/19 23:26,790.2,756.3,12.62,,,,,,,,
124,4/19/19 23:56,791.2,757.3,12.62,,,,,,,,
125,4/20/19 0:26,792.2,758.3,12.63,,,,,,,,
126,4/20/19 0:56,793.6,759.8,12.63,,,,,,,,
127,4/20/19 1:26,794.1,760.8,12.65,,,,,,,,
128,4/20/19 1:56,796.1,761.8,12.65,,,,,,,,
129,4/20/19 2:26,798.1,764.3,12.66,,,,,,,,
130,4/20/19 2:56,799.1,765.3,12.67,,,,,,,,
131,4/20/19 3:26,799.1,764.8,12.67,,,,,,,,
132,4/20/19 3:56,800.1,766.3,12.68,,,,,,,,
133,4/20/19 4:26,801,766.8,12.68,,,,,,,,
134,4/20/19 4:56,801.5,767.3,12.68,,,,,,,,
135,4/20/19 5:26,801.5,767.8,12.69,,,,,,,,
136,4/20/19 5:56,802,768.3,12.69,,,,,,,,
137,4/20/19 6:26,803.5,769.3,12.7,,,,,,,,
138,4/20/19 6:56,804,770.3,12.72,,,,,,,,
139,4/20/19 7:26,805,771.3,12.72,,,,,,,,
140,4/20/19 7:56,805.5,771.8,12.73,,,,,,,,
141,4/20/19 8:26,806.5,772.8,12.73,,,,,,,,
142,4/20/19 8:56,808.5,774.8,12.73,,,,,,,,
143,4/20/19 9:26,809.9,775.8,12.74,,,,,,,,
144,4/20/19 9:56,810.4,776.9,12.75,,,,,,,,
145,4/20/19 10:26,812.9,778.9,12.76,,,,,,,,
146,4/20/19 10:56,813.9,780.4,12.76,,,,,,,,
147,4/20/19 11:26,815.4,781.4,12.76,,,,,,,,
148,4/20/19 11:56,816.9,782.4,12.77,,,,,,,,
149,4/20/19 12:26,817.8,783.9,12.77,,,,,,,,
150,4/20/19 12:56,818.8,784.9,12.79,,,,,,,,
151,4/20/19 13:26,819.8,786.4,12.79,,,,,,,,
152,4/20/19 13:56,821.8,787.4,12.8,,,,,,,,
153,4/20/19 14:26,822.3,787.9,12.81,,,,,,,,
154,4/20/19 14:56,823.3,789.4,12.81,,,,,,,,
155,4/20/19 15:26,824.8,790.4,12.82,,,,,,,,
156,4/20/19 15:56,825.7,791.4,12.82,,,,,,,,
157,4/20/19 16:26,826.2,792.4,12.82,,,,,,,,
158,4/20/19 16:56,827.2,792.9,12.83,,,,,,,,
159,4/20/19 17:26,827.7,794,12.83,,,,,,,,
160,4/20/19 17:56,829.2,794,12.84,,,,,,,,
161,4/20/19 18:26,829.7,795.5,12.85,,,,,,,,
162,4/20/19 18:56,830.2,796,12.84,,,,,,,,
163,4/20/19 19:26,831.2,797,12.85,,,,,,,,
164,4/20/19 19:56,832.7,798,12.87,,,,,,,,
165,4/20/19 20:26,833.2,798.5,12.88,,,,,,,,
166,4/20/19 20:56,833.7,799.5,12.88,,,,,,,,
167,4/20/19 21:26,834.7,800,12.89,,,,,,,,
168,4/20/19 21:56,835.1,800.5,12.89,,,,,,,,
169,4/20/19 22:26,835.6,801.5,12.9,,,,,,,,
170,4/20/19 22:56,836.6,802,12.9,,,,,,,,
171,4/20/19 23:26,837.6,803,12.91,,,,,,,,
172,4/20/19 23:56,838.1,804,12.92,,,,,,,,
173,4/21/19 0:26,838.6,804.5,12.92,,,,,,,,
174,4/21/19 0:56,839.1,805,12.94,,,,,,,,
175,4/21/19 1:26,840.1,806.1,12.94,,,,,,,,
176,4/21/19 1:56,841.6,806.6,12.97,,,,,,,,
177,4/21/19 2:26,841.6,807.6,12.97,,,,,,,,
178,4/21/19 2:56,842.6,808.6,12.97,,,,,,,,
179,4/21/19 3:26,843.1,809.1,12.98,,,,,,,,
180,4/21/19 3:56,843.6,809.6,12.99,,,,,,,,
181,4/21/19 4:26,845,810.6,12.99,,,,,,,,
182,4/21/19 4:56,845.5,811.6,13.01,,,,,,,,
183,4/21/19 5:26,847,812.6,13.02,,,,,,,,
184,4/21/19 5:56,847.5,813.1,13.03,,,,,,,,
185,4/21/19 6:26,848,814.1,13.04,,,,,,,,
186,4/21/19 6:56,849.5,814.7,13.04,,,,,,,,
187,4/21/19 7:26,850.5,815.7,13.04,,,,,,,,
188,4/21/19 7:56,851.5,817.2,13.04,,,,,,,,
189,4/21/19 8:26,852,817.7,13.05,,,,,,,,
190,4/21/19 8:56,854.5,819.7,13.04,,,,,,,,
191,4/21/19 9:26,855,821.2,13.05,,,,,,,,
192,4/21/19 9:56,855.9,821.7,13.06,,,,,,,,
193,4/21/19 10:26,856.9,822.8,13.06,,,,,,,,
194,4/21/19 10:56,857.4,822.8,13.06,,,,,,,,
195,4/21/19 11:26,856.9,822.8,13.07,,,,,,,,
196,4/21/19 11:56,858.4,823.8,13.06,,,,,,,,
197,4/21/19 12:26,858.9,824.3,13.06,,,,,,,,
198,4/21/19 12:56,858.9,824.8,13.06,,,,,,,,
199,4/21/19 13:26,858.4,824.3,13.06,,,,,,,,
200,4/21/19 13:56,859.9,825.8,13.07,,,,,,,,
201,4/21/19 14:26,859.9,825.8,13.07,,,,,,,,
202,4/21/19 14:56,860.9,826.3,13.06,,,,,,,,
203,4/21/19 15:26,861.4,826.3,13.06,,,,,,,,
204,4/21/19 15:56,861.9,826.8,13.07,,,,,,,,
205,4/21/19 16:26,861.9,827.8,13.06,,,,,,,,
206,4/21/19 16:56,862.4,827.8,13.07,,,,,,,,
207,4/21/19 17:26,862.9,828.3,13.07,,,,,,,,
208,4/21/19 17:56,863.4,828.3,13.07,,,,,,,,
209,4/21/19 18:26,863.4,829.4,13.07,,,,,,,,
210,4/21/19 18:56,864.4,829.9,13.07,,,,,,,,
211,4/21/19 19:26,864.4,830.4,13.07,,,,,,,,
212,4/21/19 19:56,864.9,830.4,13.09,,,,,,,,
213,4/21/19 20:26,864.9,830.9,13.07,,,,,,,,
214,4/21/19 20:56,865.9,831.4,13.07,,,,,,,,
215,4/21/19 21:26,866.4,831.4,13.09,,,,,,,,
216,4/21/19 21:56,866.4,832.4,13.09,,,,,,,,
217,4/21/19 22:26,866.9,832.9,13.1,,,,,,,,
218,4/21/19 22:56,867.4,833.4,13.09,,,,,,,,
219,4/21/19 23:26,868.8,833.4,13.1,,,,,,,,
220,4/21/19 23:56,868.8,834.4,13.11,,,,,,,,
221,4/22/19 0:26,869.3,834.9,13.11,,,,,,,,
222,4/22/19 0:56,869.8,835.5,13.11,,,,,,,,
223,4/22/19 1:26,870.3,836.5,13.12,,,,,,,,
224,4/22/19 1:56,870.8,836.5,13.12,,,,,,,,
225,4/22/19 2:26,872.3,837,13.13,,,,,,,,
226,4/22/19 2:56,872.3,838,13.13,,,,,,,,
227,4/22/19 3:26,872.8,838.5,13.14,,,,,,,,
228,4/22/19 3:56,873.3,839,13.13,,,,,,,,
229,4/22/19 4:26,874.3,839.5,13.14,,,,,,,,
230,4/22/19 4:56,874.3,840.5,13.16,,,,,,,,
231,4/22/19 5:26,875.3,840.5,13.14,,,,,,,,
232,4/22/19 5:56,875.8,841.6,13.16,,,,,,,,
233,4/22/19 6:26,876.8,842.1,13.16,,,,,,,,
234,4/22/19 6:56,876.8,842.6,13.16,,,,,,,,
235,4/22/19 7:26,878.3,843.6,13.16,,,,,,,,
236,4/22/19 7:56,878.8,844.1,13.16,,,,,,,,
237,4/22/19 8:26,880.3,844.6,13.16,,,,,,,,
238,4/22/19 8:56,880.8,846.1,13.16,,,,,,,,
239,4/22/19 9:26,881.2,846.6,13.17,,,,,,,,
240,4/22/19 9:56,881.7,847.2,13.17,,,,,,,,
241,4/22/19 10:26,882.2,847.7,13.17,,,,,,,,
242,4/22/19 10:56,882.7,848.7,13.16,,,,,,,,
243,4/22/19 11:26,883.7,849.2,13.16,,,,,,,,
244,4/22/19 11:56,884.2,849.2,13.16,,,,,,,,
245,4/22/19 12:26,884.7,850.2,13.14,,,,,,,,
246,4/22/19 12:56,885.2,850.2,13.14,,,,,,,,
247,4/22/19 13:26,885.7,851.2,13.14,,,,,,,,
248,4/22/19 13:56,885.7,851.2,13.14,,,,,,,,
249,4/22/19 14:26,886.2,851.7,13.14,,,,,,,,
250,4/22/19 14:56,885.7,851.7,13.14,,,,,,,,
251,4/22/19 15:26,886.7,851.7,13.14,,,,,,,,
252,4/22/19 15:56,887.2,851.7,13.13,,,,,,,,
253,4/22/19 16:26,886.7,852.3,13.13,,,,,,,,
254,4/22/19 16:56,887.2,852.8,13.13,,,,,,,,
255,4/22/19 17:26,887.7,852.8,13.12,,,,,,,,
256,4/22/19 17:56,887.7,853.3,13.13,,,,,,,,
257,4/22/19 18:26,887.7,852.8,13.12,,,,,,,,
258,4/22/19 18:56,887.7,853.8,13.12,,,,,,,,
259,4/22/19 19:26,887.7,853.8,13.12,,,,,,,,
260,4/22/19 19:56,888.2,853.8,13.12,,,,,,,,
261,4/22/19 20:26,888.2,854.3,13.12,,,,,,,,
262,4/22/19 20:56,888.7,854.3,13.12,,,,,,,,
263,4/22/19 21:26,889.2,854.8,13.13,,,,,,,,
264,4/22/19 21:56,889.2,854.8,13.12,,,,,,,,
265,4/22/19 22:26,889.7,854.8,13.13,,,,,,,,
266,4/22/19 22:56,889.7,855.8,13.13,,,,,,,,
267,4/22/19 23:26,890.7,856.3,13.13,,,,,,,,
268,4/22/19 23:56,891.2,855.8,13.13,,,,,,,,
269,4/23/19 0:26,891.7,856.8,13.16,,,,,,,,
270,4/23/19 0:56,892.2,857.4,13.14,,,,,,,,
271,4/23/19 1:26,892.2,857.4,13.14,,,,,,,,
272,4/23/19 1:56,892.7,857.9,13.16,,,,,,,,
273,4/23/19 2:26,893.7,858.4,13.16,,,,,,,,
274,4/23/19 2:56,894.2,859.4,13.18,,,,,,,,
275,4/23/19 3:26,894.7,859.4,13.17,,,,,,,,
276,4/23/19 3:56,895.2,859.9,13.18,,,,,,,,
277,4/23/19 4:26,895.7,860.4,13.18,,,,,,,,
278,4/23/19 4:56,895.7,860.9,13.18,,,,,,,,
279,4/23/19 5:26,896.2,861.4,13.19,,,,,,,,
280,4/23/19 5:56,896.6,862.5,13.19,,,,,,,,
281,4/23/19 6:26,897.6,863,13.19,,,,,,,,
282,4/23/19 6:56,898.1,863.5,13.2,,,,,,,,
283,4/23/19 7:26,899.1,864.5,13.2,,,,,,,,
284,4/23/19 7:56,900.6,866,13.2,,,,,,,,
285,4/23/19 8:26,901.6,866.6,13.21,,,,,,,,
286,4/23/19 8:56,903.6,868.6,13.21,,,,,,,,
287,4/23/19 9:26,905.1,870.1,13.21,,,,,,,,
288,4/23/19 9:56,905.6,871.2,13.21,,,,,,,,
289,4/23/19 10:26,906.6,871.7,13.21,,,,,,,,
290,4/23/19 10:56,906.6,872.2,13.21,,,,,,,,
291,4/23/19 11:26,906.6,872.2,13.21,,,,,,,,
292,4/23/19 11:56,906.6,872.7,13.2,,,,,,,,
293,4/23/19 12:26,907.1,872.7,13.21,,,,,,,,
294,4/23/19 12:56,908.1,873.7,13.2,,,,,,,,
295,4/23/19 13:26,908.6,873.7,13.2,,,,,,,,
296,4/23/19 13:56,908.1,873.7,13.2,,,,,,,,
297,4/23/19 14:26,908.1,873.7,13.19,,,,,,,,
298,4/23/19 14:56,908.6,873.7,13.2,,,,,,,,
299,4/23/19 15:26,908.6,873.7,13.2,,,,,,,,
300,4/23/19 15:56,908.6,873.7,13.19,,,,,,,,
301,4/23/19 16:26,908.6,874.2,13.19,,,,,,,,
302,4/23/19 16:56,909.1,874.2,13.19,,,,,,,,
303,4/23/19 17:26,909.1,874.2,13.19,,,,,,,,
304,4/23/19 17:56,909.1,874.7,13.19,,,,,,,,
305,4/23/19 18:26,909.1,874.2,13.19,,,,,,,,
306,4/23/19 18:56,909.6,874.7,13.19,,,,,,,,
307,4/23/19 19:26,909.6,875.3,13.19,,,,,,,,
308,4/23/19 19:56,910.1,875.3,13.19,,,,,,,,
309,4/23/19 20:26,911.1,875.8,13.2,,,,,,,,
310,4/23/19 20:56,911.1,876.3,13.2,,,,,,,,
311,4/23/19 21:26,911.1,876.3,13.21,,,,,,,,
312,4/23/19 21:56,911.6,876.8,13.21,,,,,,,,
313,4/23/19 22:26,912.1,877.8,13.21,,,,,,,,
314,4/23/19 22:56,912.6,877.8,13.22,,,,,,,,
315,4/23/19 23:26,912.6,878.3,13.24,,,,,,,,
316,4/23/19 23:56,913.6,878.8,13.24,,,,,,,,
317,4/24/19 0:26,913.6,879.4,13.25,,,,,,,,
318,4/24/19 0:56,914.1,879.9,13.25,,,,,,,,
319,4/24/19 1:26,915.1,880.4,13.26,,,,,,,,
320,4/24/19 1:56,915.6,880.9,13.27,,,,,,,,
321,4/24/19 2:26,916.1,881.4,13.28,,,,,,,,
322,4/24/19 2:56,916.5,881.9,13.28,,,,,,,,
323,4/24/19 3:26,917,881.9,13.28,,,,,,,,
324,4/24/19 3:56,917,882.9,13.29,,,,,,,,
325,4/24/19 4:26,918.5,883.5,13.29,,,,,,,,
326,4/24/19 4:56,918.5,883.5,13.31,,,,,,,,
327,4/24/19 5:26,919.5,885,13.32,,,,,,,,
328,4/24/19 5:56,920,885.5,13.32,,,,,,,,
329,4/24/19 6:26,920.5,885.5,13.32,,,,,,,,
330,4/24/19 6:56,921.5,886,13.33,,,,,,,,
331,4/24/19 7:26,922,887.6,13.34,,,,,,,,
332,4/24/19 7:56,923,888.6,13.34,,,,,,,,
333,4/24/19 8:26,924,888.6,13.34,,,,,,,,
334,4/24/19 8:56,925,890.1,13.35,,,,,,,,
335,4/24/19 9:26,925.5,890.7,13.35,,,,,,,,
336,4/24/19 9:56,926,891.7,13.36,,,,,,,,
337,4/24/19 10:26,926.5,891.7,13.38,,,,,,,,
338,4/24/19 10:56,928,893.2,13.36,,,,,,,,
339,4/24/19 11:26,928,893.2,13.38,,,,,,,,
340,4/24/19 11:56,929,893.7,13.38,,,,,,,,
341,4/24/19 12:26,929,894.2,13.38,,,,,,,,
342,4/24/19 12:56,929,894.2,13.38,,,,,,,,
343,4/24/19 13:26,929,894.2,13.38,,,,,,,,
344,4/24/19 13:56,929.5,894.8,13.39,,,,,,,,
345,4/24/19 14:26,929,894.2,13.39,,,,,,,,
346,4/24/19 14:56,929.5,894.8,13.39,,,,,,,,
347,4/24/19 15:26,930,895.8,13.39,,,,,,,,
348,4/24/19 15:56,930,894.8,13.39,,,,,,,,
349,4/24/19 16:26,930,895.3,13.4,,,,,,,,
350,4/24/19 16:56,930.5,895.8,13.4,,,,,,,,
351,4/24/19 17:26,930.5,896.3,13.4,,,,,,,,
352,4/24/19 17:56,930.5,895.8,13.4,,,,,,,,
353,4/24/19 18:26,930.5,896.3,13.4,,,,,,,,
354,4/24/19 18:56,930.5,896.3,13.4,,,,,,,,
355,4/24/19 19:26,930.5,896.3,13.41,,,,,,,,
356,4/24/19 19:56,931,896.3,13.41,,,,,,,,
357,4/24/19 20:26,931.5,896.8,13.41,,,,,,,,
358,4/24/19 20:56,932,896.8,13.42,,,,,,,,
359,4/24/19 21:26,932.5,897.3,13.42,,,,,,,,
360,4/24/19 21:56,932.5,897.3,13.43,,,,,,,,
361,4/24/19 22:26,933,897.9,13.43,,,,,,,,
362,4/24/19 22:56,933,898.9,13.44,,,,,,,,
363,4/24/19 23:26,933.5,899.4,13.44,,,,,,,,
364,4/24/19 23:56,934.5,899.9,13.46,,,,,,,,
365,4/25/19 0:26,935,899.9,13.47,,,,,,,,
366,4/25/19 0:56,935,900.4,13.48,,,,,,,,
367,4/25/19 1:26,935.5,901.5,13.48,,,,,,,,
368,4/25/19 1:56,936,901.5,13.49,,,,,,,,
369,4/25/19 2:26,936.5,902,13.5,,,,,,,,
370,4/25/19 2:56,937,903,13.5,,,,,,,,
371,4/25/19 3:26,937.5,903,13.51,,,,,,,,
372,4/25/19 3:56,938.5,903.5,13.53,,,,,,,,
373,4/25/19 4:26,939,904,13.54,,,,,,,,
374,4/25/19 4:56,939.5,904.5,13.54,,,,,,,,
375,4/25/19 5:26,939.5,905.1,13.54,,,,,,,,
376,4/25/19 5:56,940,905.6,13.56,,,,,,,,
377,4/25/19 6:26,940.5,905.6,13.56,,,,,,,,
378,4/25/19 6:56,941.5,906.6,13.56,,,,,,,,
379,4/25/19 7:26,941.5,906.6,13.57,,,,,,,,
380,4/25/19 7:56,942.5,907.6,13.56,,,,,,,,
381,4/25/19 8:26,943,908.2,13.58,,,,,,,,
382,4/25/19 8:56,943.5,908.7,13.57,,,,,,,,
383,4/25/19 9:26,944,909.7,13.58,,,,,,,,
384,4/25/19 9:56,944.5,910.2,13.58,,,,,,,,
385,4/25/19 10:26,945.5,910.2,13.58,,,,,,,,
386,4/25/19 10:56,946,911.2,13.58,,,,,,,,
387,4/25/19 11:26,946,911.2,13.6,,,,,,,,
388,4/25/19 11:56,946.9,911.8,13.6,,,,,,,,
389,4/25/19 12:26,946.9,912.8,13.6,,,,,,,,
390,4/25/19 12:56,948.4,913.8,13.6,,,,,,,,
391,4/25/19 13:26,948.4,913.8,13.6,,,,,,,,
392,4/25/19 13:56,948.4,913.8,13.6,,,,,,,,
393,4/25/19 14:26,948.9,914.3,13.6,,,,,,,,
394,4/25/19 14:56,949.4,914.3,13.58,,,,,,,,
395,4/25/19 15:26,949.9,914.9,13.6,,,,,,,,
396,4/25/19 15:56,949.9,915.4,13.6,,,,,,,,
397,4/25/19 16:26,949.9,915.4,13.6,,,,,,,,
398,4/25/19 16:56,950.4,915.4,13.58,,,,,,,,
399,4/25/19 17:26,949.9,915.4,13.58,,,,,,,,
400,4/25/19 17:56,950.9,915.4,13.58,,,,,,,,
401,4/25/19 18:26,950.4,915.4,13.6,,,,,,,,
402,4/25/19 18:56,950.9,915.4,13.58,,,,,,,,
403,4/25/19 19:26,950.9,916.4,13.58,,,,,,,,
404,4/25/19 19:56,950.9,916.4,13.58,,,,,,,,
405,4/25/19 20:26,951.4,916.4,13.58,,,,,,,,
406,4/25/19 20:56,951.9,916.9,13.58,,,,,,,,
407,4/25/19 21:26,951.9,916.9,13.58,,,,,,,,
408,4/25/19 21:56,951.9,917.4,13.58,,,,,,,,
409,4/25/19 22:26,952.4,918,13.58,,,,,,,,
410,4/25/19 22:56,952.9,918.5,13.58,,,,,,,,
411,4/25/19 23:26,952.9,918.5,13.58,,,,,,,,
412,4/25/19 23:56,952.9,918.5,13.58,,,,,,,,
413,4/26/19 0:26,953.4,918.5,13.6,,,,,,,,
414,4/26/19 0:56,953.4,919,13.58,,,,,,,,
415,4/26/19 1:26,953.4,919,13.6,,,,,,,,
416,4/26/19 1:56,953.9,920,13.58,,,,,,,,
417,4/26/19 2:26,954.9,920,13.6,,,,,,,,
418,4/26/19 2:56,954.9,920.5,13.6,,,,,,,,
419,4/26/19 3:26,955.4,921.1,13.6,,,,,,,,
420,4/26/19 3:56,955.4,921.1,13.61,,,,,,,,
421,4/26/19 4:26,955.4,921.1,13.61,,,,,,,,
422,4/26/19 4:56,956.4,921.6,13.6,,,,,,,,
423,4/26/19 5:26,956.4,922.1,13.61,,,,,,,,
424,4/26/19 5:56,956.9,922.1,13.61,,,,,,,,
425,4/26/19 6:26,957.4,922.6,13.61,,,,,,,,
426,4/26/19 6:56,957.9,922.6,13.61,,,,,,,,
427,4/26/19 7:26,958.4,924.2,13.61,,,,,,,,
428,4/26/19 7:56,958.9,924.2,13.61,,,,,,,,
429,4/26/19 8:26,959.4,925.2,13.62,,,,,,,,
430,4/26/19 8:56,960.4,926.2,13.61,,,,,,,,
431,4/26/19 9:26,961.4,926.7,13.62,,,,,,,,
432,4/26/19 9:56,961.9,927.3,13.62,,,,,,,,
433,4/26/19 10:26,961.9,927.8,13.61,,,,,,,,
434,4/26/19 10:56,963.4,928.8,13.61,,,,,,,,
435,4/26/19 11:26,963.9,929.3,13.62,,,,,,,,
436,4/26/19 11:56,964.4,929.3,13.61,,,,,,,,
437,4/26/19 12:26,964.9,930.9,13.6,,,,,,,,
438,4/26/19 12:56,965.9,930.9,13.61,,,,,,,,
439,4/26/19 13:26,965.9,931.4,13.61,,,,,,,,
440,4/26/19 13:56,966.4,931.9,13.61,,,,,,,,
441,4/26/19 14:26,966.9,931.9,13.61,,,,,,,,
442,4/26/19 14:56,966.9,931.9,13.6,,,,,,,,
443,4/26/19 15:26,966.4,931.9,13.61,,,,,,,,
444,4/26/19 15:56,966.9,931.9,13.6,,,,,,,,
445,4/26/19 16:26,967.9,933.5,13.6,,,,,,,,
446,4/26/19 16:56,968.4,934,13.6,,,,,,,,
447,4/26/19 17:26,968.4,934,13.61,,,,,,,,
448,4/26/19 17:56,969.9,935,13.6,,,,,,,,
449,4/26/19 18:26,970.4,936.1,13.6,,,,,,,,
450,4/26/19 18:56,970.4,936.1,13.61,,,,,,,,
451,4/26/19 19:26,971.4,936.6,13.6,,,,,,,,
452,4/26/19 19:56,972.9,937.6,13.58,,,,,,,,
453,4/26/19 20:26,972.9,937.6,13.6,,,,,,,,
454,4/26/19 20:56,972.9,938.1,13.6,,,,,,,,
455,4/26/19 21:26,973.4,939.2,13.6,,,,,,,,
456,4/26/19 21:56,973.9,939.2,13.6,,,,,,,,
457,4/26/19 22:26,973.9,939.7,13.6,,,,,,,,
458,4/26/19 22:56,975.4,940.7,13.6,,,,,,,,
459,4/26/19 23:26,975.4,940.7,13.6,,,,,,,,
460,4/26/19 23:56,975.9,941.8,13.6,,,,,,,,
461,4/27/19 0:26,976.4,941.8,13.6,,,,,,,,
462,4/27/19 0:56,976.4,942.3,13.6,,,,,,,,
463,4/27/19 1:26,977.4,942.3,13.61,,,,,,,,
464,4/27/19 1:56,977.4,943.3,13.62,,,,,,,,
465,4/27/19 2:26,978.4,943.3,13.61,,,,,,,,
466,4/27/19 2:56,978.9,943.8,13.61,,,,,,,,
467,4/27/19 3:26,978.9,944.4,13.61,,,,,,,,
468,4/27/19 3:56,979.4,944.4,13.62,,,,,,,,
469,4/27/19 4:26,979.4,944.9,13.62,,,,,,,,
470,4/27/19 4:56,979.9,944.9,13.62,,,,,,,,
471,4/27/19 5:26,980.4,945.4,13.62,,,,,,,,
472,4/27/19 5:56,980.4,945.9,13.62,,,,,,,,
473,4/27/19 6:26,980.4,946.4,13.63,,,,,,,,
474,4/27/19 6:56,981.4,946.4,13.62,,,,,,,,
475,4/27/19 7:26,981.4,947,13.62,,,,,,,,
476,4/27/19 7:56,982.4,947.5,13.63,,,,,,,,
477,4/27/19 8:26,982.9,948.5,13.62,,,,,,,,
478,4/27/19 8:56,984.4,949.6,13.62,,,,,,,,
479,4/27/19 9:26,984.9,950.1,13.63,,,,,,,,
480,4/27/19 9:56,985.4,950.6,13.63,,,,,,,,
481,4/27/19 10:26,986.4,951.6,13.63,,,,,,,,
482,4/27/19 10:56,986.4,952.2,13.63,,,,,,,,
483,4/27/19 11:26,986.9,952.7,13.63,,,,,,,,
484,4/27/19 11:56,986.9,953.2,13.62,,,,,,,,
485,4/27/19 12:26,987.9,952.7,13.62,,,,,,,,
486,4/27/19 12:56,987.4,953.2,13.62,,,,,,,,
487,4/27/19 13:26,987.9,953.2,13.63,,,,,,,,
488,4/27/19 13:56,987.9,953.2,13.62,,,,,,,,
489,4/27/19 14:26,987.9,953.2,13.61,,,,,,,,
490,4/27/19 14:56,988.4,953.7,13.62,,,,,,,,
491,4/27/19 15:26,988.4,954.2,13.61,,,,,,,,
492,4/27/19 15:56,988.4,954.2,13.61,,,,,,,,
493,4/27/19 16:26,988.4,953.7,13.6,,,,,,,,
494,4/27/19 16:56,988.4,954.2,13.61,,,,,,,,
495,4/27/19 17:26,988.4,954.2,13.6,,,,,,,,
496,4/27/19 17:56,988.9,954.2,13.61,,,,,,,,
497,4/27/19 18:26,988.4,954.2,13.6,,,,,,,,
498,4/27/19 18:56,988.4,954.2,13.6,,,,,,,,
499,4/27/19 19:26,988.4,954.2,13.58,,,,,,,,
500,4/27/19 19:56,988.9,954.8,13.6,,,,,,,,
501,4/27/19 20:26,988.9,954.8,13.58,,,,,,,,
502,4/27/19 20:56,988.9,954.8,13.6,,,,,,,,
503,4/27/19 21:26,989.4,954.8,13.6,,,,,,,,
504,4/27/19 21:56,989.4,955.3,13.61,,,,,,,,
505,4/27/19 22:26,989.4,955.3,13.6,,,,,,,,
506,4/27/19 22:56,989.4,955.3,13.61,,,,,,,,
507,4/27/19 23:26,989.4,955.8,13.61,,,,,,,,
508,4/27/19 23:56,990.4,955.8,13.61,,,,,,,,
509,4/28/19 0:26,990.4,955.8,13.61,,,,,,,,
510,4/28/19 0:56,990.9,956.8,13.62,,,,,,,,
511,4/28/19 1:26,991.4,956.8,13.61,,,,,,,,
512,4/28/19 1:56,991.4,957.4,13.62,,,,,,,,
513,4/28/19 2:26,991.9,957.4,13.62,,,,,,,,
514,4/28/19 2:56,991.9,957.4,13.62,,,,,,,,
515,4/28/19 3:26,992.4,957.4,13.63,,,,,,,,
516,4/28/19 3:56,992.4,957.9,13.63,,,,,,,,
517,4/28/19 4:26,992.9,958.4,13.63,,,,,,,,
518,4/28/19 4:56,993.4,958.9,13.63,,,,,,,,
519,4/28/19 5:26,993.4,958.9,13.63,,,,,,,,
520,4/28/19 5:56,993.4,959.4,13.64,,,,,,,,
521,4/28/19 6:26,993.9,959.4,13.64,,,,,,,,
522,4/28/19 6:56,993.9,959.4,13.63,,,,,,,,
523,4/28/19 7:26,994.4,960,13.64,,,,,,,,
524,4/28/19 7:56,994.4,960.5,13.64,,,,,,,,
525,4/28/19 8:26,994.9,960.5,13.64,,,,,,,,
526,4/28/19 8:56,995.4,960.5,13.64,,,,,,,,
527,4/28/19 9:26,995.4,961.5,13.64,,,,,,,,
528,4/28/19 9:56,995.9,961.5,13.63,,,,,,,,
