date,time,CO2_flux,Collar,CH4_flux,T5,SM5
2019-06-07,12:04:31,67.6437,95,-12.4899,22.4,0.198
2019-06-07,12:06:07,20.2174,95,-2.68233,22.6,0.197
2019-06-07,12:09:07,10.6929,33,-0.582479,22.6,0.359
2019-06-07,12:10:42,8.07951,33,-0.43802,22.6,0.363
2019-06-07,14:04:16,14.9979,121,-1.54328,23.7,0.238
2019-06-07,14:05:51,8.21243,121,-5.72066,23.7,0.238
2019-06-07,14:08:43,11.0462,124,-1.67978,23.3,0
2019-06-07,14:10:18,7.19964,124,-1.32385,23,0.274
2019-06-07,14:13:14,23.3254,122,-7.25438,22.8,0.244
2019-06-07,14:14:50,8.18237,122,-2.15321,22.8,0.244
2019-06-07,14:17:35,23.8903,123,-3.62207,22.6,0.275
2019-06-07,14:19:10,12.6104,123,-2.44327,22.8,0.276182
2019-06-07,14:22:37,43.1121,120,-10.4723,22.8,0
2019-06-07,14:24:12,11.7303,120,-2.07034,22.8,0.212
2019-06-07,14:31:36,20.4685,119,-6.89897,22.8,0.168
2019-06-07,14:33:12,6.5372,119,-1.88785,22.8,0.169
2019-06-07,14:36:05,9.28528,118,-1.34311,22.8545,0.222727
2019-06-07,14:37:41,5.04794,118,-0.929636,22.6,0.227
2019-06-07,14:41:42,10.785,21,1.12454,22.6,0.5
2019-06-07,14:43:18,3.25243,21,0.00377599,21.9,0.503
2019-06-07,14:46:14,34.3437,11,0.0858505,21.9,0.497
2019-06-07,14:50:18,15.6009,28,3.82921,21.7,0.426
2019-06-07,14:51:54,3.94246,28,-0.387459,21.5,0.426
2019-06-07,14:54:46,16.7475,80,-1.21669,21.5,0.372
2019-06-07,15:00:08,13.9742,77,-0.109823,21.5,1.249e-16
2019-06-07,15:01:43,4.49324,77,-0.739106,21.5,0.409
2019-06-07,15:05:12,28.3696,25,-0.612923,21.7,0.408
2019-06-07,15:06:48,7.55882,25,-0.367925,21.7,0.407
2019-06-07,15:09:10,15.6195,79,-2.7869,21.5818,0.111864
2019-06-07,15:10:45,5.73662,79,-0.652742,21.7,0.272
2019-06-07,15:13:06,24.2144,9,-1.25212,21.6545,-0.103636
2019-06-07,15:14:42,6.08041,9,-4.39764,21.7,0.456
2019-06-07,15:17:32,7.16005,78,5.24364,21.7,0.487
2019-06-07,15:19:08,5.9447,78,2.87936,21.9,0.484
2019-06-07,15:22:57,3.32217,12,-0.255443,22.1,0.361
2019-06-07,15:25:41,14.7177,26,5.3473,22.1,0.48
2019-06-07,15:27:16,4.48328,26,3.09862,21.9,0.482
2019-06-07,15:30:28,43.8731,24,52.0429,21.9,0.513
2019-06-07,15:32:03,8.42418,24,6.03781,21.7455,0.510773
2019-06-07,15:34:41,3.8131,10,122.856,21.7,0.003
2019-06-07,15:36:15,3.17599,10,65.6084,21.5,0.589
2019-06-07,15:39:14,5.03296,22,155.818,21.7,0.598
2019-06-07,15:40:49,5.59865,22,89.4363,21.5,0.597
2019-06-07,15:44:10,-5.01029,27,56930.8,21.5793,0.655775
2019-06-07,15:45:45,0.86294,27,3249.6,21.7,0.663
2019-06-12,10:44:07,4.70844,31,0.28391,21.7,0
2019-06-12,10:45:43,4.33344,31,-190.726,21.3,0.387
2019-06-12,10:48:29,6.69815,61,0.395883,20.98,-0.188
2019-06-12,10:50:04,6.78391,61,-1.44883,20.5,0.472
2019-06-12,10:52:12,1.92769,51,96.08,20.3,0
2019-06-12,10:53:47,1.5224,51,50.5718,20.1,0.507
2019-06-12,11:05:27,14.6433,3,3.30532,19.86,-0.0946
2019-06-12,11:07:02,7.69958,3,-1.0323,20.1,0.475
2019-06-12,11:09:28,5.91341,70,20.6487,20.3667,-0.168333
2019-06-12,11:11:03,4.16831,70,9.94531,20.1,0.505
2019-06-12,11:13:33,1.1742,49,1488.44,20.1,6.93889e-17
2019-06-12,11:15:08,1.09664,49,700.442,19.9,0.601
2019-06-12,11:17:40,3.83396,89,959.18,19.7,0.666
2019-06-12,11:19:15,2.1451,89,724.852,19.5,0.66
2019-06-12,11:21:31,19.1373,18,-1202.68,19.5,-0.133667
2019-06-12,11:23:06,21.992,18,14.5315,19.5,0.419
2019-06-12,11:28:50,6.48576,20,-0.947101,19.9,0.415
2019-06-12,11:30:25,3.75971,20,0.704399,19.9,0.415
2019-06-12,11:33:14,11.7827,69,427.436,19.9,0.59
2019-06-12,11:34:49,3.81359,69,118.495,20.1,0.588
2019-06-12,11:48:32,4.78392,1,63359.7,20.34,0.6042
2019-06-12,11:50:06,3.25009,1,13562.2,20.1,0.603
2019-06-12,11:53:35,11.17,32,633.633,19.78,0.5706
2019-06-12,11:55:10,10.2208,32,523.667,19.7,0.569
2019-06-12,11:57:25,1.69834,62,31.9413,19.7,0.569
2019-06-12,11:59:00,1.62081,62,14.6377,19.7,0.565
2019-06-12,12:01:41,5.13916,71,232.424,19.7,0.475
2019-06-12,12:03:16,3.63874,71,140.224,19.7,0.475
2019-06-12,12:06:09,9.00101,17,108.004,19.5,0.465
2019-06-12,12:07:45,3.2056,17,12.5929,19.7,0.463
2019-06-12,12:10:46,6.52946,92,26.3834,19.9,0.536
2019-06-12,12:12:22,4.77641,92,23.6682,19.9,0.536
2019-06-12,12:15:35,3.77533,63,2.59373,20.22,0.5562
2019-06-12,12:17:10,3.44154,63,9668.68,20.3,0.555
2019-06-12,12:23:27,6.64093,30,2.69551,20.5,-0.0834
2019-06-12,12:25:02,4.28988,30,5.13655,20.5,0.417
2019-06-12,12:27:39,7.48688,72,158.568,20.5,0.596
2019-06-12,12:29:15,4.17614,72,48.5415,20.7,0.595
2019-06-12,12:32:50,12.5056,19,48.4667,20.7,0.501
2019-06-12,12:34:25,2.76637,19,16.5286,20.7,0.5
2019-06-12,12:37:17,10.1927,91,10357.9,20.7,0.001
2019-06-12,12:38:52,3.48151,91,1835.92,20.9,0.527
2019-06-12,12:42:33,5.2213,64,-7.64723,21.1,4.16334e-17
2019-06-12,12:44:08,2.75057,64,-4.30355,21.1,0.475
2019-06-12,12:47:22,48.0437,4,-188.676,20.9,0.007
2019-06-12,12:48:57,13.3545,4,10.4699,20.9,0.448
2019-06-12,12:51:30,8.51157,90,1002.97,20.9,0.3936
2019-06-12,12:53:06,3.9556,90,886.079,20.9,0.585
2019-06-12,12:56:09,7.95971,29,74517.7,21.1,0.583
2019-06-12,12:57:45,3.44742,29,16233.7,21.5,0.583
2019-06-12,13:01:14,2.58825,52,-32.7595,21.3,0.221
2019-06-12,13:02:50,1.86074,52,40.8126,21.3,0.272
2019-06-12,13:05:40,3.05192,50,2507.86,21.3,0.515
2019-06-12,13:07:16,1.51006,50,33.1907,21.3,0.515
2019-06-14,10:04:16,10.4022,68,-1.01788,18.4,0.21
2019-06-14,10:05:50,5.72707,68,-0.691179,18.2,0.212
2019-06-14,10:10:54,21.8783,84,-1.26742,18,0.408
2019-06-14,10:12:29,10.2986,84,-0.701719,18,0.4094
2019-06-14,10:15:13,34.0329,40,-2.20712,17.9,0
2019-06-14,10:16:49,8.0059,40,-0.324235,18,0.336
2019-06-14,10:19:12,12.539,103,-0.742205,18,0
2019-06-14,10:20:48,8.75604,103,-0.541646,17.9,0.436
2019-06-14,10:25:00,6.35036,45,-0.33657,17.9,0.436
2019-06-14,10:28:06,9.27425,102,-0.699679,17.9,0
2019-06-14,10:29:42,4.88099,102,-0.562517,17.7,0.435
2019-06-14,10:32:20,10.1346,67,-1.15156,17.7,0
2019-06-14,10:33:56,3.9653,67,-0.600214,17.7,0.414
2019-06-14,10:37:37,8.93669,65,-0.421363,17.7,0.47
2019-06-14,10:46:57,24.0407,101,-1.60156,17.9,0.398
2019-06-14,10:48:32,8.97147,101,-0.477878,17.9,0.4032
2019-06-14,10:52:04,12.1483,39,-0.285839,18,0
2019-06-14,10:57:09,10.7885,81,-0.403123,18,0.429
2019-06-14,11:16:43,7.86429,81,-0.585641,18.4,0.429
2019-06-14,11:18:19,6.45638,81,-0.634167,18.4,0.429
2019-06-14,11:21:26,6.31323,47,-0.150615,18.2,0.445622
2019-06-14,11:28:17,8.79354,38,-0.597975,17.9,0.356
2019-06-14,11:29:54,6.28994,38,-0.53039,17.9,0.356
2019-06-14,11:32:15,3.27162,83,-0.149411,17.7,0.065
2019-06-14,11:33:52,3.08396,83,-0.11402,17.7,0.531
2019-06-14,11:36:22,1.97691,48,-0.0558259,17.7,0
2019-06-14,11:37:56,1.80932,48,-0.198401,17.7,0.343
2019-06-14,11:41:35,3.71595,104,-0.13231,17.7,0.511
2019-06-14,11:43:10,3.66383,104,-0.118468,17.7,0.511
2019-06-14,11:45:58,6.78427,82,-1.05798,17.7,0.391
2019-06-14,11:47:32,5.86447,82,-1.00678,17.7,0.396
2019-06-14,11:50:05,11.2108,37,-0.684211,17.9,0
2019-06-14,11:51:41,7.358,37,-0.505177,17.9,0.44
2019-06-14,11:55:28,3.68751,66,-0.274052,17.9,0.384787
2019-06-14,13:04:24,8.16228,106,-0.297558,18.8,0.459
2019-06-14,13:05:59,6.78385,106,-0.16693,18.8,0.459
2019-06-14,13:09:22,8.55565,56,-0.553386,18.6,0.468
2019-06-14,13:10:58,6.64944,56,-0.412113,18.6,0.471
2019-06-14,13:14:59,6.82308,44,-0.248477,18.5455,0.457
2019-06-14,13:21:01,12.324,54,-1.68013,18.9,-0.0806364
2019-06-14,13:22:37,5.52215,54,-0.382157,18.9,0.376
2019-06-14,13:25:11,4.2146,108,-0.202152,18.9,0.491
2019-06-14,13:26:46,2.89269,108,-0.154201,18.9,0.494
2019-06-14,13:29:52,7.7539,53,-0.338873,18.9,0
2019-06-14,13:31:28,4.87706,53,-0.874714,18.8,0.403
2019-06-14,13:39:25,7.52283,42,-0.279087,19.5,0.496
2019-06-14,13:41:38,9.63203,87,-0.93888,19.7,0.448
2019-06-14,13:43:14,5.16392,87,-0.217623,19.5,0.45
2019-06-14,13:45:25,5.10555,59,-0.171732,19.5,0.432
2019-06-14,13:47:00,2.55027,59,-0.223959,19.5,0.436182
2019-06-14,13:49:35,9.24198,107,-0.394626,19.5,0.398
2019-06-14,13:51:10,4.81953,107,-0.0908825,19.7,0.404
2019-06-14,13:53:23,11.346,41,-0.33967,19.7,0.396
2019-06-14,13:54:58,7.82055,41,-0.256248,19.6545,0.399545
2019-06-14,14:01:04,7.14237,60,-0.136801,19.7,4.16334e-17
2019-06-14,14:02:39,4.31301,60,-0.117602,19.7,0.443
2019-06-14,14:04:44,10.3087,85,-0.473438,19.7,0
2019-06-14,14:06:20,5.06278,85,-0.374016,19.5,0.442
2019-06-14,14:12:02,6.89349,58,-0.234127,19.7273,-0.0534545
2019-06-14,14:13:38,2.82669,58,-0.143039,19.5,0.469
2019-06-14,14:16:56,6.72664,43,-1.86962,19.3,0
2019-06-14,14:18:32,5.09717,43,-0.178116,19.3,0.512
2019-06-14,14:20:31,3.89406,105,-0.236589,19.3,0
2019-06-14,14:22:06,3.20061,105,-0.185117,19.4364,0.456
2019-06-14,14:24:19,4.05044,55,-0.0967967,19.5,0.294
2019-06-14,14:25:55,2.49339,55,-0.234673,19.7,0.299
2019-06-14,15:01:41,9.66795,86,-0.315039,19.9,0.454
2019-06-14,15:05:37,13.0411,88,-0.180548,19.9,0.064
2019-06-14,15:07:12,5.39202,88,-0.140858,20.1,0.061
2019-06-14,15:09:07,6.37481,57,-0.224925,20.3,0.064
2019-06-14,15:10:41,3.441,57,-0.614822,20.3,0.066
2019-09-18,07:37:20,26.4771,4,-5.84428,21.1,0.323
2019-09-18,07:38:55,7.55969,4,-1.07036,21.1,0.323
2019-09-18,07:50:25,-29.7101,29,-0.57028,21.3,0.618
2019-09-18,07:52:00,11.3506,29,34.3136,21.3,0.619
2019-09-18,07:55:26,3.63201,52,-0.00566925,21.1,0.598
2019-09-18,07:57:01,1.73242,52,0.00666388,21.1,0.725
2019-09-18,08:03:40,5.55181,50,-0.435357,20.9,0.414
2019-09-18,08:05:15,3.91155,50,-0.378114,20.7,0.454
2019-09-18,08:08:48,7.13643,64,-2.34793,20.5,0.169
2019-09-18,08:14:56,5.58968,64,-0.775681,21.1,0.165
2019-09-18,08:16:32,4.65213,64,-0.71391,21.3,0.165
2019-09-18,08:20:10,9.13145,72,-0.898605,21.3,-0.0529091
2019-09-18,08:21:45,4.44037,72,-0.711905,21.3,0.389
2019-09-18,08:24:17,5.90681,19,-0.0866746,21.3,0.343
2019-09-18,08:25:53,4.47136,19,-0.104842,21.3,0.353
2019-09-18,08:28:55,5.22927,17,-0.0781691,21.3,0.043
2019-09-18,08:30:30,4.28207,17,-0.0719761,21.7,0.224
2019-09-18,08:33:17,8.06821,63,0.995646,22.1,0.426
2019-09-18,08:34:52,10.7043,63,1.21463,22.1,0.414
2019-09-18,08:37:30,5.89984,71,8.41022,21.9,0.344
2019-09-18,08:39:06,4.61264,71,6.07832,21.9,0.364
2019-09-18,08:42:50,3.31567,1,4.06788,21.7,0
2019-09-18,08:44:25,3.08618,1,3.40584,21.7,0.676
2019-09-18,08:46:41,5.53615,69,-1.18995,21.7,0.266
2019-09-18,08:48:17,5.3886,69,-1.14465,21.7,0.264
2019-09-18,08:51:47,1.75577,62,0.123662,21.5,0.431
2019-09-18,08:53:24,1.63565,62,0.0997836,21.5,0.486
2019-09-18,08:55:54,3.32391,32,-0.417446,21.5,0
2019-09-18,08:57:30,3.26091,32,-0.373026,21.3,0.256
2019-09-18,09:03:41,3.7041,49,1.40947,21.3,0
2019-09-18,09:05:15,3.95025,49,1.5199,21.1,0.95
2019-09-18,09:08:00,8.48107,70,-1.05251,20.9,0
2019-09-18,09:09:37,4.29699,70,-0.830145,20.9,0.433
2019-09-18,09:12:50,2.00815,51,0.0604167,21.1,0
2019-09-18,09:16:49,1.81775,51,5.05889,20.7,0.779
2019-09-18,09:18:24,1.57434,51,-0.0220744,20.7,0.95
2019-09-18,09:25:20,4.33827,61,-1.3046,20.7,0.071
2019-09-18,09:26:56,2.5181,61,-1.04971,20.9,0.071
2019-09-18,09:29:33,4.92951,31,-1.34605,20.9,0.112
2019-09-18,09:31:09,4.39367,31,-1.23361,21.1,0.114609
2019-09-18,09:34:17,18.814,3,-5.15217,21.3,0.09
2019-09-18,09:35:52,8.45528,3,-1.96065,21.3,0.09
2019-09-18,09:40:33,4.8155,18,-0.516825,21.7,0.157
2019-09-18,09:44:14,11.9105,20,-1.9679,21.9,0.04
2019-09-18,09:45:49,4.50351,20,-0.756524,22.1,0.04
2019-09-18,09:50:18,13.9933,2,-2.97944,23,0.33
2019-09-18,09:51:53,5.04355,2,-0.658229,23.3,0.331
2019-09-18,09:58:00,6.0855,30,-0.573943,23.3,0.239
2019-09-18,09:59:36,4.84786,30,-0.425857,23.3,0.24
2019-09-18,11:25:43,8.17704,39,-2.61593,22.4,0.081
2019-09-18,11:27:20,6.55822,81,-2.31025,22.4,0.081
2019-09-18,11:29:37,10.894,39,-1.80213,22.4,0
2019-09-18,11:31:12,6.95314,39,-1.31329,22.4,0.143
2019-09-18,11:34:31,18.9454,47,-3.59441,22.1,0.107
2019-09-18,11:36:06,9.6945,47,-2.28484,22.4,0.109
2019-09-18,11:39:16,10.2841,38,-2.13423,22.4,0.101
2019-09-18,11:40:51,7.32076,38,-2.15147,22.6,0.100273
2019-09-18,11:45:09,6.86411,46,-2.69295,22.6,0.133
2019-09-18,11:46:44,4.19937,46,-2.20677,22.8,0.135
2019-09-18,11:50:19,1.81129,67,-1.33141,22.8,0.105
2019-09-18,11:51:55,1.98903,67,-1.32919,22.8,0.101
2019-09-18,11:55:10,10.9515,45,-4.03057,22.8,0.114
2019-09-18,11:56:46,5.98223,45,-1.94444,22.8,0.114
2019-09-18,12:00:32,4.65098,40,-1.23898,23,0.088
2019-09-18,12:02:08,2.54214,40,-0.783891,23,0.137
2019-09-18,12:05:34,8.49527,84,-2.00695,22.8,0.121
2019-09-18,12:07:10,3.97336,84,-1.77276,23,0.121
2019-09-18,12:09:54,2.94207,68,-1.64871,23,0.051
2019-09-18,12:15:01,2.2838,65,-1.32465,22.6,0.128
2019-09-18,12:16:37,2.3124,65,-1.32076,22.6,0.123
2019-09-18,12:20:55,6.77646,83,-2.16527,22.1,0
2019-09-18,12:22:30,3.72024,83,-2.1978,22.1,0
2019-09-18,12:30:28,2.1825,48,-1.73341,22.4,0.109
2019-09-18,12:32:04,1.43881,48,-1.45215,22.6,0.111
2019-09-18,12:35:36,3.11693,82,-2.11626,22.4,0
2019-09-18,12:37:12,3.05263,82,-1.90858,22.6,0.11
2019-09-18,12:40:25,5.23787,37,-2.59235,22.4,0.128
2019-09-18,12:52:42,5.92751,66,-1.49577,22.1,0.0937273
2019-09-18,12:54:16,3.37942,66,-1.6392,22.1,0.092
2019-09-19,12:59:49,1.73071,55,-1.29178,20.3,0.113
2019-09-19,13:01:24,1.29823,55,-1.08479,20.1,0.115
2019-09-19,13:05:01,6.01665,43,-1.62335,20.3,0.108
2019-09-19,13:06:36,3.154,43,-1.13294,20.2446,0.11
2019-09-19,13:09:41,7.22963,58,-2.01472,20.564,0.02208
2019-09-19,13:11:17,3.75975,58,-1.60533,20.7,0.07
2019-09-19,13:13:33,3.31306,85,-2.34148,20.7,0
2019-09-19,13:15:09,2.50547,85,-2.086,20.9,0.047
2019-09-19,13:17:40,6.29702,60,-1.93591,21.1,-0.0244685
2019-09-19,13:19:14,2.47652,60,-1.48572,21.3,0.099
2019-09-19,13:22:19,9.72218,41,-4.92403,21.1,0.081
2019-09-19,13:26:49,2.82086,87,-1.79851,21.3,0.119
2019-09-19,13:28:24,2.35332,87,-1.54416,21.1,0.119
2019-09-19,13:33:17,4.62085,59,-1.64952,21.1,0.091
2019-09-19,13:39:51,6.31056,42,-2.24022,21.1,0.144
2019-09-19,13:41:27,2.69915,42,-1.66987,20.9,0.143
2019-09-19,13:45:00,3.27578,53,-1.39579,20.9,0.095
2019-09-19,13:46:36,4.04495,53,-1.47112,20.8522,0.098
2019-09-19,13:51:28,6.21086,54,-6.12431,20.9,0
2019-09-19,13:56:04,6.84837,56,-2.56068,21.1,0.114
2019-09-19,13:57:38,2.29877,56,-1.98487,21.1,0.114
2019-09-19,14:01:23,2.33892,44,-1.11527,20.9,0.138
2019-09-19,14:07:40,6.71213,88,-3.92259,21.5,-0.0285045
2019-09-19,14:11:53,13.6984,57,-8.25476,21.5,0.135
2019-09-19,14:16:08,5.59937,86,-1.46903,21.5,0.105
2019-09-19,14:17:43,2.95934,86,-1.25981,21.5,0.105
2019-09-20,12:51:51,22.8808,8,1.5976,24.4,0.179
2019-09-20,12:53:26,9.31336,8,-0.071156,24.2,0.186
2019-09-20,12:59:18,5.06577,33,-4.02889,23.9,0.012
2019-09-20,13:00:54,4.08347,33,0.102184,24.2,0.012
2019-09-20,13:03:48,9.99627,75,-1.26158,24.32,0
2019-09-20,13:07:11,5.78063,75,-3.89931,24.2,0.406
2019-09-20,13:08:46,5.24584,75,1.18843,23.9667,0.405
2019-09-20,13:11:41,2.26761,15,203.684,23.7,0.105
2019-09-20,13:13:16,1.92184,15,0.364726,23.7,0.358
2019-09-20,13:15:27,11.0807,34,-0.625289,23.9,0.207
2019-09-20,13:17:02,4.92548,34,-0.476008,23.9,0.203
2019-09-20,13:19:58,13.2224,73,2.03753,23.9,0.272
2019-09-20,13:21:33,5.44892,73,1.40097,23.7,0.268
2019-09-20,13:23:42,1.92847,7,5.91885,23.5,0.268
2019-09-20,13:25:17,2.20137,7,0.530063,23.5,0
2019-09-20,13:28:29,19.7234,13,-649.057,23.5,0.383
2019-09-20,13:30:04,5.80653,13,-10.4875,23.5,0.39
2019-09-20,13:32:20,5.65011,35,1.93177,23.5,0.409
2019-09-20,13:33:56,2.49206,35,12.0802,23.5,0.408
2019-09-20,13:36:32,4.05449,14,-1.165,23.5,0.392
2019-09-20,13:38:08,2.71175,14,12.7398,23.3,0.39
2019-09-20,13:40:15,4.59081,74,0.307193,23.3,0
2019-09-20,13:41:50,4.63574,74,74.0039,23.3,0.3524
2019-09-20,13:44:43,7.62018,16,0.275909,23,0
2019-09-20,13:46:19,8.46616,16,-0.186657,23,0.224
2019-09-20,13:48:39,3.7244,36,-35.5237,23.3,0
2019-09-20,13:50:15,4.47844,36,1.50845,23.7,0.392
2019-09-20,13:52:11,6.64345,76,5.71735,24.2,0.389
2019-09-20,13:53:46,4.5299,76,-1.89041,24.9333,0.389333
2019-09-20,13:56:03,9.33859,5,-1.19145,25.9,0.323
2019-09-20,13:57:39,8.02217,5,-1.79426,25.6,0.313
2019-09-20,14:00:03,3.75941,6,-0.74918,25.1,0.169
2019-09-20,14:01:39,2.77812,6,-0.787174,24.9,0.167
2019-09-20,14:08:38,5.12531,111,-4.35399,24.7,0.081
2019-09-20,14:10:14,4.15315,111,-3.31509,24.4,0.215
2019-09-20,14:12:23,5.24582,112,-4.5877,24.2,0.176
2019-09-20,14:13:58,2.98558,112,-3.86173,23.9,0.174
2019-09-20,14:15:52,4.54477,109,-4.58922,23.8467,0.180933
2019-09-20,14:17:27,3.39794,109,-3.40187,23.7,0.191
2019-09-20,14:19:21,6.0365,110,-2.73526,23.7,0.105
2019-09-20,14:20:57,4.64612,110,-2.41524,23.5,0.17
2019-09-20,14:23:38,3.88024,116,-6.44929,23.5,0.182
2019-09-20,14:25:13,2.23077,116,-3.14683,23.3,0.193
2019-09-20,14:27:27,4.18855,114,-2.06089,23.3,0.153
2019-09-20,14:29:02,2.8366,114,-1.99258,23.3,0.151
2019-09-20,14:31:32,2.94871,113,-1.80476,23,0.087
2019-09-20,14:33:08,3.26428,113,-1.91694,23,0.184
2019-09-20,14:35:27,5.66104,115,-2.67524,23,0.139
2019-09-25,09:18:21,5.82966,23,-0.798956,20.3,0.056
2019-09-25,09:19:56,3.71276,23,-0.654562,20.5,0.056
2019-09-25,09:22:05,5.14304,80,-2.1708,20.5,0
2019-09-25,09:23:41,3.17412,80,-1.94829,20.5,0.024
2019-09-25,09:26:00,6.75334,77,-1.46107,20.5,0.008
2019-09-25,09:27:36,3.73437,77,-1.29555,20.7,0.002
2019-09-25,09:29:59,5.26355,11,-1.16595,20.9,0.367
2019-09-25,09:31:34,3.40843,11,-13.7619,21.1,0.369
2019-09-25,09:37:23,2.6509,28,-1.19058,21.5,0.285
2019-09-25,09:40:08,3.58455,26,-2.22861,21.9,0
2019-09-25,09:41:43,2.3717800000000002,26,-2.01071,21.7,0.187
2019-09-25,09:44:59,3.53998,25,-1.5602,21.9,0.069
2019-09-25,09:46:34,2.26374,25,-1.20447,21.7,0.069
2019-09-25,09:49:11,2.71254,79,-1.08822,21.6545,-0.00772727
2019-09-25,09:50:46,2.14201,79,-0.840795,21.9,0.037
2019-09-25,09:52:57,5.09499,9,-0.881428,21.9,0
2019-09-25,09:54:32,3.30197,9,-0.926753,21.9,0.086
2019-09-25,09:57:12,5.67763,78,0.398007,21.9,-0.111273
2019-09-25,09:58:48,4.6034,78,0.473224,21.9,0.407
2019-09-25,10:00:50,2.31767,12,0.327821,21.7,0.134
2019-09-25,10:02:26,1.8327,12,0.500464,21.5,0.407
2019-09-25,10:06:58,1.79551,10,0.284403,21.3,0
2019-09-25,10:08:33,1.70705,10,0.130126,21.5,0.406
2019-09-25,10:11:00,15.0045,21,30.7128,21.5,0.323
2019-09-25,10:15:01,7.84542,24,-1.78717,21.7,0
2019-09-25,10:16:36,4.87832,24,-1.45522,21.7,0.11
2019-09-25,10:19:09,1.92786,22,0.0598679,21.9,0
2019-09-25,10:20:45,1.8796,22,0.0290802,21.9,0.409
2019-09-25,10:23:32,2.53721,27,3.38509,21.9,0.738
2019-09-25,10:25:07,2.44579,27,2.93756,21.9,0.854
2019-09-25,10:30:25,3.70201,118,-2.58643,22.1,0.026
2019-09-25,10:32:02,2.26195,118,-2.23448,22.1,0.029
2019-09-25,10:34:28,3.88792,119,-2.89105,22.1,0
2019-09-25,10:36:03,3.17788,119,-2.37282,22.4,0
2019-09-25,10:38:33,2.45076,117,-2.17245,22.4,0.027
2019-09-25,10:40:09,1.86373,117,-2.11237,22.4,0.028
2019-09-25,10:42:13,3.05026,120,-6.08735,22.4,0.0247273
2019-09-25,10:43:49,2.27408,120,-2.43453,22.4,0.04
2019-09-25,10:46:41,8.32655,123,-8.93554,22.4,0.089
2019-09-25,10:48:17,2.65244,123,-2.52084,22.4,0.0896176
2019-09-25,10:50:39,2.28043,122,-3.29597,22.4,0.015
2019-09-25,10:52:15,2.1835,122,-3.05563,22.4,0.015
