date,time,CO2_flux,Collar,CH4_flux,T5,SM5
2019-09-25,10:54:55,3.58893,124,-13.3376,22.4,0.008
2019-09-25,10:59:27,2.91627,121,-3.47137,22.4,0.024
2019-09-25,11:01:02,2.10431,121,-1.81673,22.6,0.026
2019-11-04,11:24:35,0.985503,27,0.0913857,18.2,0.632
2019-11-04,11:26:01,0.71319,27,-188.913,18.4,0.632
2019-11-04,11:30:48,1.87786,98,-1.57619,18.8,0.674
2019-11-04,11:32:14,2.03068,98,-0.0451872,18.8,0.633
2019-11-04,11:34:57,1.07079,22,-0.0766405,18.8,0.466
2019-11-04,11:36:24,0.897417,22,-0.0719298,18.8,0.468
2019-11-04,11:39:14,0.739984,10,-0.0983056,18.4,0.527
2019-11-04,11:40:40,0.7114,10,-0.0665654,18.2,0.5164
2019-11-04,11:43:26,2.47917,78,0.264976,18.4,0.08
2019-11-04,11:44:53,3.52969,78,0.192494,18.8,0.445
2019-11-04,11:47:45,1.62695,12,0.339669,19.0364,0.31563600000000003
2019-11-04,11:49:11,1.02743,12,0.133624,18.9,0.452
2019-11-04,11:51:47,3.8795,99,0.18685,18.4,0.287
2019-11-04,11:53:13,3.11581,99,0.119899,18.4,0.288
2019-11-04,11:56:01,1.86415,100,-0.82754,18.4,0.378
2019-11-04,11:57:26,2.23251,100,-0.130307,18.2,0.382
2019-11-04,12:01:25,1.27809,26,-0.150145,17.5,0.384
2019-11-04,12:02:51,1.08128,26,-0.0671074,17.9,0.384
2019-11-04,12:05:32,1.89389,24,-0.286672,17.9,0
2019-11-04,12:06:58,2.17609,24,-0.26002,17.9,0.273
2019-11-04,12:11:30,1.87023,25,-0.409465,17.9,0.097
2019-11-04,12:12:57,2.11575,25,-0.338708,18,0.099
2019-11-04,12:15:22,2.2361,79,-0.155176,18,0
2019-11-04,12:16:48,1.65636,79,-0.168296,18,0.21
2019-11-04,12:19:10,2.40982,9,-0.13507,17.7,0.158
2019-11-04,12:20:37,3.38026,9,-0.105881,17.7,0.1584
2019-11-04,12:30:06,1.72182,97,-0.234509,17.5,0.196
2019-11-04,12:34:02,1.23694,77,-0.366342,17.3,0.137
2019-11-04,12:40:17,1.94754,23,-0.444035,17.5,0.238
2019-11-04,12:41:43,1.751,23,-0.303568,17.5,0.241
2019-11-04,12:44:57,1.76307,80,-1.16862,17.3,0.164
2019-11-04,12:46:23,1.35616,80,-0.805308,17.3,0.164
2019-11-04,12:48:47,1.56501,28,-0.554698,16.8,0.191
2019-11-04,12:50:13,1.52806,28,-0.52979,16.8,0.193
2019-11-04,12:53:13,0.900817,21,-0.303236,16.7,0.359
2019-11-04,12:54:38,1.21155,21,-0.378562,16.7,0.361
2019-11-04,12:58:03,2.33681,119,-2.49518,16.5,0.213
2019-11-04,12:59:29,2.2513,119,-2.39192,16.3,0.211
2019-11-04,13:01:41,1.11964,117,-1.16463,15.8,0.218333
2019-11-04,13:03:07,1.19504,117,-1.18314,15.8,0.195
2019-11-04,13:05:33,1.66623,120,-1.19594,15.8,0
2019-11-04,13:06:59,1.496,120,-1.14018,15.8,0.182
2019-11-04,13:09:45,1.89639,118,-1.18194,15.58,0.1332
2019-11-04,13:11:11,1.72598,118,-1.30244,15.5,0.223
2019-11-04,13:13:46,1.51888,123,-1.93277,15.4,0.141
2019-11-04,13:15:12,2.36703,123,-1.89728,15.2,0.142
2019-11-04,13:17:49,1.65954,122,-2.66563,15,0.201
2019-11-04,13:19:15,1.93572,122,-2.41328,15.2,0.202
2019-11-04,13:21:42,1.67044,124,-1.70191,15.68,-0.0338
2019-11-04,13:23:08,1.45268,124,-1.63443,15.7,0.173
2019-11-04,13:25:43,1.82794,121,-0.97719,15.7,2.77556e-17
2019-11-04,13:27:09,2.91646,121,-1.02799,15.5,0.23
2019-11-04,14:34:03,2.68058,6,-0.512887,18,0.21
2019-11-04,14:36:24,1.71718,93,0.103367,17.9,0
2019-11-04,14:37:51,2.00771,93,0.123028,17.7,0.229
2019-11-04,14:40:06,3.77305,5,-0.181935,17.3,0.153
2019-11-04,14:41:33,6.71286,5,-0.400834,17.2,0.159
2019-11-04,14:46:40,1.83477,36,-0.0958786,16.78,-0.1236
2019-11-04,14:48:05,2.08571,36,-0.107277,16.5,0.314
2019-11-04,14:50:44,1.55906,76,-0.222643,16.2733,0.116067
2019-11-04,14:52:10,1.79784,76,-0.207269,16,0.381
2019-11-04,14:54:46,3.84536,16,-0.174042,15.8,0.407
2019-11-04,14:56:11,0.838854,16,-0.086791,15.8,0.401
2019-11-04,14:58:48,1.16159,74,-0.0493828,15.7,0.325
2019-11-04,15:00:14,1.25364,74,-0.138474,15.5,0.324
2019-11-04,15:02:33,1.99511,94,-0.0501052,15.5,0
2019-11-04,15:03:58,2.16844,94,-0.0804593,15.7,0.228
2019-11-04,15:06:13,0.963296,14,-0.0470761,15.7,0.016
2019-11-04,15:07:39,1.03987,14,-0.0877373,15.7,0.277
2019-11-04,15:10:25,1.00582,35,-0.0266881,15.7,0.016
2019-11-04,15:11:51,1.15336,35,0.0735877,15.5,0.37
2019-11-04,15:14:17,1.32695,13,-0.112789,15.5,0.016
2019-11-04,15:15:43,1.2861,13,-0.0910741,15.4,0.275
2019-11-04,15:18:10,1.59547,7,-0.0948961,15.4,0.357
2019-11-04,15:19:35,0.646697,7,-0.0764516,15.4,0.362
2019-11-04,15:22:36,6.14425,73,-0.182498,15.4,0
2019-11-04,15:24:02,3.64141,73,-0.853412,15.4,0.319
2019-11-04,15:26:44,1.44477,15,-0.017648,15.3467,0.0522667
2019-11-04,15:28:10,1.14147,15,-0.0211634,15.2,0.197
2019-11-04,15:30:41,1.84794,96,-0.00578058,15.2667,0.166667
2019-11-04,15:32:08,2.54597,96,0.0199029,15,0.298
2019-11-04,15:37:27,1.55439,34,-0.177766,14.7,0
2019-11-04,15:38:53,1.52402,34,-0.250573,14.7,0.158
2019-11-04,15:41:29,2.13876,75,0.0760428,14.7,0
2019-11-04,15:42:55,2.12939,75,0.201346,14.7,0.435
2019-11-04,15:45:18,4.7414,8,-0.182323,14.6,0
2019-11-04,15:46:44,2.85292,8,-0.158808,14.6267,0.265333
2019-11-04,15:48:48,2.96877,95,-1.27743,14.7,0.148
2019-11-04,15:50:13,2.94494,95,-1.23792,14.7,0.154
2019-11-04,15:52:25,5.86174,33,-1.63441,14.6,0.014
2019-11-04,15:53:51,3.56843,33,-0.375142,14.7,0.316
2019-11-04,16:00:43,1.06995,112,-1.26056,14.6,0.148
2019-11-04,16:02:09,1.33408,112,-1.30715,14.4,0.232
2019-11-04,16:06:01,1.59851,110,-0.851362,14.1,0.17
2019-11-04,16:08:08,1.65064,111,-2.06899,14,0.158
2019-11-04,16:09:35,2.16142,111,-2.1752,14,0.163
2019-11-04,16:12:46,1.58935,114,-0.811121,13.8,0.221
2019-11-04,16:14:12,1.60032,114,-0.961864,13.7,0.225
2019-11-04,16:16:11,0.828427,113,-0.279121,13.7,0.01
2019-11-04,16:17:37,1.36861,113,-0.379776,13.7,0.1774
2019-11-04,16:19:50,1.00441,115,-0.796872,13.7,0.176
2019-11-04,16:21:16,1.42417,115,-0.986058,13.5,0.18
2019-11-04,16:23:34,0.78017,116,-0.75307,13.5,0
2019-11-04,16:24:59,0.810796,116,-0.960627,13.5,0.183
2019-11-06,09:55:03,7.48979,50,64.4314,15.1,0.501
2019-11-06,09:56:28,1.69984,50,-0.0768817,14.4,0.498
2019-11-06,09:58:53,1.41261,52,-1.11982,14,0
2019-11-06,10:00:19,1.59192,52,-0.301923,13.4,0.524
2019-11-06,10:02:33,1.08382,29,0.732635,13,0.584
2019-11-06,10:03:59,0.763912,29,0.621645,12.7,0.583
2019-11-06,10:06:59,3.9362,90,0.0788534,12.1,0.582
2019-11-06,10:08:24,1.99795,90,0.0848688,11.9,0.525
2019-11-06,10:14:29,7.23948,4,-0.920149,12,0.074
2019-11-06,10:15:55,4.3281,4,-0.604254,11.9,0.259
2019-11-06,10:21:36,2.84356,64,-0.434177,11.7,0.069
2019-11-06,10:26:08,4.85334,2,-0.767374,11.7,0.241
2019-11-06,10:27:33,2.22072,2,-0.41279,11.7,0.242
2019-11-06,10:30:41,6.24409,30,-0.426503,11.7,0.071
2019-11-06,10:32:07,3.507,30,-0.517892,11.9,0.0734
2019-11-06,10:35:13,2.54931,72,-0.120529,11.9,0.091
2019-11-06,10:36:39,2.43469,72,-0.145007,11.9,0.092
2019-11-06,10:39:09,3.71075,19,-0.237587,12,0.0296
2019-11-06,10:40:35,1.86574,19,-0.139597,12.1,0.095
2019-11-06,10:43:24,7.84765,91,2.6933,12.1,0.099
2019-11-06,10:44:50,2.89332,91,1.19646,12.1,0.106
2019-11-06,10:48:03,3.6326,63,0.182527,12,-0.0253636
2019-11-06,10:49:29,2.04231,63,0.0367631,12,0.096
2019-11-06,10:52:04,6.80074,17,1.51684,12,0.0754
2019-11-06,10:53:29,3.13509,17,0.69029,12,0.074
2019-11-06,10:56:18,2.87349,92,-2.07511,12,0.082
2019-11-06,10:57:44,3.13504,92,-0.266548,12,0.079
2019-11-06,11:04:26,2.42073,71,6.61206,12,0.072
2019-11-06,11:05:51,2.47467,71,5.39247,12.1,0.096
2019-11-06,11:08:41,2.45871,1,0.921257,12.1,0
2019-11-06,11:10:07,3.3347,1,1.36239,12.06,0.0846
2019-11-06,11:13:43,3.25436,69,1.31926,12.1,0.327
2019-11-06,11:15:08,2.90596,69,-0.00141617,12.1364,0.334364
2019-11-06,11:17:36,1.62354,62,-0.00947351,12.1,0.052
2019-11-06,11:19:01,1.79794,62,-0.00985624,12.1,0.052
2019-11-06,11:21:31,7.65841,32,-0.559188,12,0.066
2019-11-06,11:26:07,3.37718,89,4.23967,12.28,-0.0154
2019-11-06,11:27:33,3.17308,89,3.24415,12.4,0.077
2019-11-06,11:29:46,3.06074,49,1.88689,12.4,0.087
2019-11-06,11:31:12,3.80698,49,2.06673,12.4,0.091
2019-11-06,11:34:00,3.48652,70,-0.673381,12.1,0.126
2019-11-06,11:35:26,3.06285,70,-0.471687,12.3,0.431
2019-11-06,11:39:00,1.2685,51,0.0051084,12.4,0.069
2019-11-06,11:40:26,1.08669,51,-2.10828,12.7,0.071
2019-11-06,11:42:56,3.35331,61,-0.24898700000000001,12.8,0
2019-11-06,11:44:23,3.40085,61,-0.195969,13,0.031
2019-11-06,11:46:58,4.20348,31,-1.09814,13.1,0.018
2019-11-06,11:48:24,3.27049,31,-1.07945,13.1,0.057
2019-11-06,11:51:01,5.43477,3,-1.44063,13.1,-0.003
2019-11-06,11:52:28,3.09967,3,-1.1995,13.1,0.025
2019-11-06,11:54:46,3.97641,18,-0.248192,13.3,0
2019-11-06,11:56:12,3.14728,18,-0.229511,13.4,0.042
2019-11-06,11:58:52,6.36881,20,-1.39873,13.5,0.012
2019-11-06,13:22:18,5.45504,81,-2.33154,13,0.19
2019-11-06,13:23:44,3.04819,81,-1.79299,13.1,0.187
2019-11-06,13:26:13,4.13034,46,-2.45399,13.1,0.049
2019-11-06,13:27:39,3.0174,46,-2.17424,13.1,0.0735272
2019-11-06,13:30:29,6.70781,67,-3.30263,13.1,0.044
2019-11-06,13:31:56,2.82853,67,-0.984554,13.1,0.043
2019-11-06,13:34:52,4.76086,45,-2.07501,13.1,0.033
2019-11-06,13:36:18,3.63438,45,-1.81715,13.1,0.041
2019-11-06,13:39:01,3.44042,103,-1.57685,13.1,0.047
2019-11-06,13:40:27,2.8726,103,-1.51731,13.1,0.048
2019-11-06,13:42:34,2.86218,40,-1.41567,13.1,0.043
2019-11-06,13:44:00,2.18336,40,-1.2077,13.1,0.013
2019-11-06,13:46:19,3.10036,84,-1.95616,13,0.049
2019-11-06,13:47:45,2.34779,84,-1.86673,13,0.0516364
2019-11-06,13:49:54,3.17147,68,-1.5726,12.8,0.035
2019-11-06,13:51:19,2.57927,68,-1.37265,12.8,0.033
2019-11-06,13:54:37,4.88101,102,-2.27291,12.7,0
2019-11-06,13:56:04,2.68682,102,-1.80818,12.6,0.022
2019-11-06,13:58:46,4.59537,65,-1.78566,12.7,0.0301818
2019-11-06,14:00:12,3.11398,65,-1.43749,12.8,0.032
2019-11-06,14:02:51,4.52867,47,-1.96653,13,0.017
2019-11-06,14:04:16,2.78926,47,-1.5398,13,0.025
2019-11-06,14:06:48,6.01915,38,-2.03187,13,0.017
2019-11-06,14:08:14,4.11525,38,-1.66805,13.1,0.024
2019-11-06,14:10:21,6.90982,83,-2.70084,13.1,0.027
2019-11-06,14:11:47,3.62784,83,-2.01029,13.3,0.0267173
2019-11-06,14:14:08,3.02606,48,-1.6929,13.4,0.034
2019-11-06,14:15:34,2.37766,48,-1.53837,13.4,0.03
2019-11-06,14:18:11,2.71538,104,-1.72189,13.3,0.022
2019-11-06,14:19:37,2.2538,104,-1.41211,13.5,0.029
2019-11-06,14:22:48,4.53558,82,-2.34165,13.5,0.028
2019-11-06,14:24:14,3.14178,82,-2.03058,13.5,0.033
2019-11-06,14:27:06,3.65164,66,-1.51819,13.5,0.039
2019-11-06,14:28:32,2.76929,66,-1.24386,13.5,0.037
2019-11-06,14:30:58,4.8099,37,-2.26815,13.5,0.105
2019-11-06,14:32:24,4.04047,37,-1.86247,13.5,0.006
2019-11-06,14:36:47,3.07976,56,-2.56937,13.3,0.0204545
2019-11-06,14:38:13,2.88695,56,-2.27261,13.3,0.028
2019-11-06,14:40:33,3.93365,44,-1.51362,13.1,0
2019-11-06,14:41:59,2.66749,44,-1.32472,13.1,0.029
2019-11-06,14:44:12,2.39549,106,-1.17393,13.1,0.018
2019-11-06,14:45:37,2.63807,106,-1.12495,13.1,0.018
2019-11-06,14:48:06,4.79784,88,-1.26269,13,0.031
2019-11-06,14:49:32,4.68606,88,-1.19089,13,0.032
2019-11-06,14:51:38,13.7566,57,-3.90549,13,0.0360909
2019-11-06,14:53:04,6.95086,57,-1.29746,13,0.027
2019-11-06,14:55:33,5.44456,86,-1.52288,13,0
2019-11-06,14:59:53,3.7275,55,-1.49859,12.8,0.031
2019-11-06,15:01:18,2.57874,55,-1.12284,12.8,0.034
2019-11-06,15:04:20,2.71581,105,-1.71153,12.8,0
2019-11-06,15:05:46,2.58735,105,-1.58943,12.8,0.0232273
2019-11-06,15:07:52,5.87398,43,-2.03601,12.8,0.034
2019-11-06,15:09:18,2.5114,43,-1.55557,12.8,0.031
2019-11-06,15:11:29,6.08791,58,-1.52484,12.8,0
2019-11-06,15:12:55,2.57908,58,-1.22088,12.8,0.018
2019-11-06,15:15:02,2.85781,85,-2.24753,12.8,0.006
2019-11-06,15:16:27,2.8137,85,-1.88152,12.8,0.006
2019-11-06,15:18:42,4.129,60,-1.89594,12.8,-0.00454545
2019-11-06,15:20:09,3.34793,60,-1.7408,12.8,0.023
2019-11-06,15:22:18,2.21105,107,-0.802555,12.8,0
2019-11-06,15:23:44,1.79026,107,-0.784697,12.8,0.03
2019-11-06,15:26:07,6.96121,41,-2.5168,12.7,0.016
2019-11-06,15:27:33,3.52067,41,-1.72247,12.7,0.016
2019-11-06,15:29:57,4.35505,87,-1.80988,12.6,0.026
2019-11-06,15:31:22,2.53494,87,-1.5977,12.6,0.032
2019-11-06,15:35:46,8.50426,59,-4.65974,12.6,0.0236667
2019-11-06,15:37:10,2.38901,59,-1.38727,12.6,0.031
2019-11-06,15:42:31,3.1843,42,-2.02462,12.4,0.006
2019-11-06,15:45:08,7.06295,53,-1.67062,12.4,0.083
2019-11-06,15:46:34,2.4745,53,-1.06253,12.4,0.073
2019-11-06,15:48:58,3.97719,108,-1.66683,12.4,0.023
2019-11-06,15:50:23,2.19791,108,-1.25273,12.4,0.024
2019-11-06,15:54:23,2.91572,54,-2.4175,12.4,0
2019-11-06,15:55:49,2.27767,54,-2.22709,12.4,0.027
2019-11-18,10:21:52,0.846477,50,-22.7136,14.4,0.034
2019-11-18,10:23:17,0.79262,50,0.0148445,13.5,0.033
2019-11-18,10:25:47,0.76048,52,-0.0246924,13,0
2019-11-18,10:27:13,0.643813,52,-0.0902304,12.3,0.036
2019-11-18,10:29:57,1.40249,29,1.21149,11.7,0
2019-11-18,10:31:22,1.07675,29,0.773695,11.2,0.032
2019-11-18,10:34:01,1.7697,90,0.103626,11,0.032
2019-11-18,10:35:27,1.42791,90,0.044591,10.7,0.028
2019-11-18,10:37:51,4.79655,4,-0.570942,10.6,0.01
2019-11-18,10:39:17,3.06325,4,-0.635965,10.6,0.01
2019-11-18,10:42:06,3.65486,64,-0.371894,10.4,-0.00566667
2019-11-18,10:43:31,2.18257,64,-0.323146,10.3,0.017
2019-11-18,10:47:28,1.85977,2,-0.501608,10.3,0.009
2019-11-18,10:48:54,1.20154,2,-0.461398,10.3,0.011
2019-11-18,10:51:05,1.87848,72,0.00419105,10.3,0.011
2019-11-18,10:52:30,1.23669,72,-0.0558571,10.4,0.011
2019-11-18,10:55:54,1.10819,19,-0.169248,10.3,0.012
2019-11-18,10:57:19,1.10229,19,-0.165041,10.3,0.014
2019-11-18,10:59:29,2.26876,91,1.03663,10.2,0.022
2019-11-18,11:00:54,2.02254,91,1.12463,10.1,0.022
2019-11-18,11:03:53,3.54306,30,-0.289357,9.9,0
2019-11-18,11:05:18,2.66116,30,-0.325959,9.9,0.004
2019-11-18,11:07:36,2.60318,92,-0.324806,10.1,0.005
2019-11-18,11:09:02,2.21368,92,-0.252699,9.85454,6.36364e-4
2019-11-18,11:12:28,3.18856,17,1.40404,10.1,0.002
2019-11-18,11:13:54,2.11278,17,0.897064,10.1,0.004
2019-11-18,11:17:02,2.47678,63,0.59421,10.08,0.0032
2019-11-18,11:18:27,1.07659,63,0.183469,10.2,0.006
2019-11-18,11:20:56,1.77907,71,6.77393,10.3,0
2019-11-18,11:22:22,1.61909,71,5.94974,10.3,0.025
2019-11-18,11:25:35,2.07232,1,0.233515,10.3,0.024
2019-11-18,11:27:01,1.63553,1,0.309693,10.2,0.024
2019-11-18,11:30:00,1.79771,69,0.0425641,10.2,0.024
2019-11-18,11:31:26,1.69236,69,0.071087,10.2,0.012
2019-11-18,11:33:29,0.904497,62,-0.0367548,10.2,0.016
2019-11-18,11:34:54,0.965572,62,-0.00936239,10.2,0.016
2019-11-18,11:37:28,2.16727,32,-0.53392,10.3,0.013
2019-11-18,11:41:28,2.84431,89,2.83537,10.4,0.022
2019-11-18,11:42:54,2.0902,89,1.76292,10.4,0.025
2019-11-18,11:45:00,1.66828,49,0.642703,10.4,0.025
2019-11-18,11:46:26,1.67708,49,0.494713,10.4,0.028
2019-11-18,11:48:46,2.82549,70,-0.572328,10.3,0
2019-11-18,11:50:11,2.47654,70,-0.4928,10.4,0.009
2019-11-18,11:52:55,0.9178,51,5.1413,10.4,0
2019-11-18,11:54:21,0.871542,51,0.00818975,10.4,0.025
2019-11-18,14:22:41,4.61103,61,-1.2261,11.7,0
2019-11-18,14:24:06,3.39905,3,-1.07525,11.6,0
2019-11-18,14:27:06,2.02291,31,-1.07655,11.5,0
2019-11-18,14:28:33,1.42018,31,-0.849319,11.3,0
2019-11-18,14:30:46,2.14978,61,-0.221447,11.3,0
2019-11-18,14:32:12,1.77043,61,-0.189274,11.3,0
2019-11-18,14:35:28,6.27443,18,-0.270691,11.2,0
2019-11-18,14:36:54,2.27522,18,-1.78582,11.1,0.02
2019-11-18,14:40:30,4.21028,20,-1.1373,11,0
2019-11-18,14:41:56,2.32579,20,-0.902764,10.8,0.009
2019-11-18,14:45:18,4.40403,101,-4.00075,10.6,0.011
2019-11-18,14:46:44,2.09195,101,-1.58577,10.68,0.011
2019-11-18,14:49:08,2.91408,39,-1.37238,10.4,0.009
2019-11-18,14:50:35,2.90564,39,-1.37682,10.3,0.015
2019-11-18,14:53:18,3.12798,81,-4.01388,10.2,0.007
2019-11-18,14:59:37,1.7186,46,-1.62943,9.9,0
2019-11-18,15:01:03,1.73352,46,-1.68999,9.8,0.001
2019-11-18,15:04:27,0.726652,67,-0.616161,9.8,0.011
2019-11-18,15:05:54,1.0356,67,-0.763817,9.8,0.011
2019-11-18,15:13:22,4.16133,45,-1.85313,9.6,0.014
2019-11-20,10:58:24,3.04164,98,-0.0359717,11.5,0.099
2019-11-20,10:59:50,2.355,98,0.171108,11.5,0.068
2019-11-20,11:02:08,1.67219,27,-0.0171031,11.3,0.073
2019-11-20,11:03:34,1.3215,27,-0.0101877,11.3,0.075
2019-11-20,11:06:01,1.90868,22,-0.0386897,11.2,0.061
2019-11-20,11:07:27,1.26902,22,0.00256014,11.2,0.063
2019-11-20,11:10:31,1.8914,10,-0.0899087,11.1,0
2019-11-20,11:11:57,1.05549,10,-0.0290067,11.2,0.052
2019-11-20,11:14:39,5.06809,78,0.253177,11.3,-0.0183333
2019-11-20,11:16:05,3.34697,78,0.242807,11.3,0.057
2019-11-20,11:18:36,2.67483,12,0.0207278,11.3,0.06
2019-11-20,11:20:02,1.94869,12,0.0593844,11.5,0.048
2019-11-20,11:22:56,3.27145,99,0.425024,11.5,0.019
2019-11-20,11:24:22,3.11843,99,0.361732,11.5,0.016
2019-11-20,11:27:08,2.99019,100,-0.0204303,11.5,0.019
2019-11-20,11:28:34,2.98478,100,-0.0607725,11.4864,0.019
2019-11-20,11:31:02,2.00057,26,-0.0712179,11.6,0.026
2019-11-20,11:32:28,1.32664,26,-0.027085,11.7,0.03
2019-11-20,11:37:08,3.47633,24,-0.501948,11.7,0
2019-11-20,11:41:00,1.76745,25,-0.381364,12.1,0
2019-11-20,11:42:26,2.252,25,-0.448227,12.3,0
2019-11-20,11:44:48,1.75203,79,-0.327539,12.6,0.006
2019-11-20,11:48:49,2.9865,9,0.00537123,13,0.035
2019-11-20,11:50:15,3.23726,9,-0.0618349,13,0.039
2019-11-20,11:53:00,2.67992,97,-0.197664,13,0.199
2019-11-20,11:54:26,2.13082,97,-0.240046,13,0.198
2019-11-20,11:56:47,5.19174,77,-0.659257,13.3,0.002
2019-11-20,11:58:13,1.68796,77,-0.641568,13.4,0.006
2019-11-20,12:00:39,2.9403,11,-0.297359,13.4,0.007
2019-11-20,12:02:05,1.96415,11,-0.322987,13.5,0.008
2019-11-20,12:05:15,4.90688,23,-0.721522,13.7,0.004
2019-11-20,12:06:41,4.2029,23,-0.547911,13.8,0.008
2019-11-20,12:10:56,2.80414,80,-1.58716,13.8,0
2019-11-20,12:12:21,1.77008,80,-1.53795,13.7,0.002
2019-11-20,12:16:35,2.29381,28,-0.836894,13.52,-0.003
2019-11-20,12:18:01,1.74503,28,-0.650364,13.4,0.015
2019-11-20,12:20:19,1.73093,21,-0.710672,13.4,0
2019-11-20,12:21:44,1.9514,21,-0.51814,13.3,0.029
2019-11-20,12:25:56,2.00602,117,-1.54163,13.1,0
2019-11-20,12:27:22,2.36074,117,-1.8643,13,0.109
2019-11-20,12:29:32,1.86274,120,-1.47346,12.7,0
2019-11-20,12:30:58,2.57987,120,-1.85241,12.7,0.006
2019-11-20,12:34:47,2.55607,119,-3.40107,12.7,0.004
2019-11-20,12:36:13,4.20121,119,-3.05995,12.6,0.004
2019-11-20,12:38:21,1.90874,118,-1.62265,12.4,0
2019-11-20,12:39:47,1.52837,118,-1.44278,12.4,0.015
2019-11-20,12:42:37,6.03902,123,-3.90597,12.4,-0.0028
2019-11-20,12:44:03,2.76067,123,-3.21536,12.4,0.007
2019-11-20,12:46:36,2.58447,122,-4.06345,12.4,-0.002
2019-11-20,12:48:02,2.09976,122,-3.35215,12.4,0.008
2019-11-20,12:50:40,3.47483,124,-2.18963,12.4,0.0088
2019-11-20,12:54:31,4.79735,121,-1.4596,12.4,0
2019-11-20,12:55:57,3.14047,121,-1.16756,12.4,0
2019-11-20,14:16:28,5.27597,6,-0.452923,15.2,0.032
2019-11-20,14:17:54,4.17772,6,-0.40397,15.2,0.03
2019-11-20,14:20:57,1.91568,93,0.192598,15.1545,-0.0184091
2019-11-20,14:22:22,2.6345,93,-0.253303,15.2,0.093
2019-11-20,14:26:01,3.79351,5,-6.59739,15.0136,0.067
2019-11-20,14:28:49,1.9697,76,-0.345432,14.9,0
2019-11-20,14:30:15,2.12428,76,-0.394168,14.7,0.116
2019-11-20,14:32:22,2.7316,36,-0.844641,14.7,0.077
2019-11-20,14:33:47,5.50493,36,-0.534221,14.6,0.072
2019-11-20,14:36:45,2.79727,16,-0.182085,14.6,0.513
2019-11-20,14:38:11,2.10394,16,-0.0999212,14.3,0.514
2019-11-20,14:40:35,1.80704,74,0.0376139,14.1,0.095
2019-11-20,14:42:01,1.89328,74,-0.0080465,14.0273,0.0982727
2019-11-20,14:44:22,2.84227,94,0.0021895,13.7,0.046
2019-11-20,14:45:48,2.47468,94,-0.134712,13.5,0.047
2019-11-20,14:48:43,2.31187,14,-0.177924,13.3,0.037
2019-11-20,14:50:09,2.05272,14,-0.102236,13,0.036
2019-11-20,14:53:34,1.85066,35,-0.249346,12.8,0.08
2019-11-20,14:54:59,2.05433,35,-0.0333367,12.7,0.0744545
2019-11-20,14:57:30,2.16757,13,-0.0927628,12.7,0.051
2019-11-20,14:58:56,2.32912,13,-0.132408,12.7,0.054
2019-11-20,15:01:17,1.66251,7,-0.070292,12.6,0.052
2019-11-20,15:05:29,3.18099,73,0.0149847,12.4,0.026
2019-11-20,15:06:54,2.31336,73,-0.0517164,12.3,0.038
2019-11-20,15:10:33,1.9795,15,-0.866414,12.1,0
2019-11-20,15:11:59,1.6948,15,0.15324,12.1,0.043
2019-11-20,15:14:18,3.1519,96,-0.00403581,12.1,0
2019-11-20,15:15:44,3.32447,96,0.294656,12,0.004
2019-11-20,15:18:13,3.70987,34,-0.29337800000000003,12,0.016
2019-11-20,15:19:39,2.99227,34,-1.15388,12,0.013
2019-11-20,15:22:20,2.50306,75,0.020669,12,0.047
2019-11-20,15:23:46,2.80473,75,0.240361,11.9,0.047
2019-11-20,15:26:17,5.20543,8,0.522722,11.7,0.018
2019-11-20,15:27:42,4.67017,8,0.43911,11.7,0.016
2019-11-20,15:30:03,6.82923,95,-4.98662,11.7,0.022
2019-11-20,15:31:28,5.30141,95,-1.82747,11.7,0.005
2019-11-20,15:33:42,4.25225,33,-0.613653,11.7,0
2019-11-20,15:35:08,2.64692,33,-0.527406,11.7,0.013
2019-11-20,15:38:56,4.60952,109,-3.22652,11.7136,-5.45455e-4
2019-11-20,15:40:22,2.65363,109,-2.53904,11.6,0.004
2019-11-20,15:42:53,4.96373,112,-3.62105,11.6,0.002
2019-11-20,15:44:18,3.20502,112,-3.20961,11.6,0.002
2019-11-20,15:46:40,16.7542,110,-8.36144,11.6,0
2019-11-20,15:48:06,8.64437,110,-4.45263,11.5,0
2019-11-20,15:50:42,4.2378,111,-4.0343,11.5,0
2019-11-20,15:52:09,3.28218,111,-3.43,11.3,0
2019-11-20,15:54:46,2.33418,116,-1.57549,11.2,0
2019-11-20,15:56:11,1.41206,116,-1.2237,11.2,0
2019-11-20,16:04:53,2.01629,114,-1.8932,11.1,0
2019-11-20,16:06:19,1.7099,114,-1.29057,11,0
2019-11-20,16:08:41,2.3204,113,-0.78034,11,0
2019-11-20,16:10:07,2.51997,113,-0.780338,11,0
2019-11-20,16:12:42,2.62462,115,-1.81956,11,0
2019-11-20,16:14:08,2.59767,115,-1.60379,11,0
2019-11-21,12:02:36,2.2116,103,-1.30543,12.8,0.008
2019-11-21,12:04:01,2.06292,103,-1.33915,12.6,0.008
2019-11-21,12:06:13,1.75467,40,-1.74725,12.4,0.004
2019-11-21,12:07:39,1.8364,40,-1.15503,12.3,0.006
2019-11-21,12:09:46,5.35933,84,-2.35629,11.94,0.006
2019-11-21,12:11:11,2.5148,84,-2.11554,11.7,0.012
2019-11-21,12:13:36,2.32914,68,-1.55833,11.6,0
2019-11-21,12:15:01,2.2697,68,-1.5141,11.3,0.003
2019-11-21,12:17:44,1.9537,102,-1.58133,11.1,0
